Accident_index,District,Accident_location,GPS_X,GPS_Y
1726,Daya,9,120.657748,24.225238
1727,Dali,2,120.68236,24.10054
1728,Fengyuan,1,120.720244,24.251731
1729,Beitun,1,120.709699,24.164769
1730,Beitun,1,120.681685,24.17266
1731,Dali,2,120.682385,24.104376
1732,Daya,,120.628462,24.240511
1733,South,1,120.667322,24.1138
1734,West,1,120.675437,24.133555
1735,Fengyuan,9,120.721292,24.254153
1736,Dali,8,120.67715,24.109328
1737,North,2,120.684085,24.149878
1738,Beitun,,120.699235,24.176269
1739,West,1,120.671237,24.145505
1740,Qingshui,7,120.575057,24.268595
1741,Beitun,,120.688016,24.175604
1742,North,9,120.697241,24.155886
1743,Dali,,120.706833,24.085476
1744,Beitun,,120.715613,24.174697
1745,Tanzi,7,120.708908,24.200502
1746,West,7,120.65729,24.147581
1747,Xitun,9,120.624356,24.193448
1748,Central,,120.680387,24.143535
1749,Xinshe,,120.792592,24.21906
1750,Shalu,9,120.599355,24.254568
1751,Xitun,,120.634948,24.179291
1752,North,,120.678588,24.163183
1753,Dali,9,120.694045,24.08389
1754,Dali,9,120.695554,24.088775
1755,Dali,,120.684484,24.117624
1756,West,,120.659687,24.157317
1757,Daya,,120.638076,24.23338
1758,Dali,,120.712216,24.093867
1759,Dali,1,120.677158,24.11362
1760,Kamioka,1,120.696315,24.248404
1761,Dongshi,9,120.829153,24.249102
1762,Kamioka,,120.696315,24.248404
1763,Shalu,2,120.561625,24.243495
1764,Xitun,,120.655331,24.174999
1765,Dali,1,120.690393,24.092775
1766,Dajia,,120.625342,24.340175
1767,South,,120.651381,24.122108
1768,Beitun,1,120.703727,24.174646
1769,Taiping,1,120.701195,24.11243
1770,Shalu,,120.574378,24.216837
1771,North,2,120.683809,24.146278
1772,Nantun,1,120.623497,24.149515
1773,Dadu,1,120.539272,24.156749
1774,Beitun,1,120.659968,24.192755
1775,Dali,,120.689656,24.100494
1776,Shalu,,120.556847,24.232348
1777,Daya,,120.666129,24.216882
1778,Xitun,1,120.588554,24.16984
1779,Xitun,,120.617809,24.181391
1780,North,,120.678366,24.165154
1781,Beitun,,120.694071,24.164187
1782,Xitun,1,120.649938,24.162696
1783,Xitun,9,120.610464,24.169792
1784,South,,120.653373,24.126564
1785,Dajia,1,120.645633,24.398143
1786,Dali,,120.713793,24.090052
1787,East,,120.698782,24.126538
1788,Nantun,,120.646796,24.145404
1789,Xitun,1,120.65542,24.164737
1790,Xitun,,120.613792,24.161386
1791,Dongshi,,120.829182,24.260536
1792,Xitun,,120.611933,24.16779
1793,Daya,,120.649019,24.222926
1794,Daya,9,120.645524,24.226055
1795,Xitun,8,120.636566,24.157004
1796,Wuri,9,120.638579,24.106502
1797,Beitun,1,120.690354,24.175458
1798,Nantun,,120.61676,24.139574
1799,Kamioka,,120.694777,24.239978
1800,Houli,1,120.721539,24.313185
1801,Taiping,1,120.727806,24.10841
1802,Dali,9,120.67995,24.114826
1803,Xitun,,120.62631,24.189107
1804,Longjing,,120.591792,24.183279
1805,Xitun,2,120.651816,24.165933
1806,Daya,,120.645364,24.222844
1807,South,1,120.647897,24.118875
1808,Xitun,,120.613216,24.171574
1809,Xitun,9,120.661043,24.171538
1810,Houli,2,120.706592,24.311505
1811,Fengyuan,2,120.727608,24.256239
1812,Nantun,,120.619884,24.124046
1813,Tanzi,,120.696555,24.201
1814,Dongshi,,120.800895,24.294523
1815,North,,120.67383,24.157738
1816,Wuri,9,120.612528,24.106858
1817,Nantun,1,120.603027,24.159499
1818,Beitun,,120.719377,24.159558
1819,Dongshi,9,120.844596,24.253723
1820,Beitun,,120.702819,24.169937
1821,Xitun,,120.648857,24.194084
1822,Nantun,,120.62178,24.150665
1823,North,1,120.684306,24.163911
1824,Kamioka,,120.692464,24.248113
1825,Xitun,,120.648921,24.164596
1826,East,,120.705597,24.142922
1827,Fengyuan,9,120.730485,24.242988
1828,Beitun,,120.686277,24.185433
1829,Dajia,,120.632557,24.354869
1830,Waipu,2,120.685244,24.354917
1831,Beitun,1,120.665138,24.183921
1832,Xitun,,120.636801,24.171523
1833,Wuri,,120.600217,24.107443
1834,Wufeng,1,120.663591,24.062247
1835,Dadu,2,120.574664,24.160129
1836,Xitun,,120.604283,24.172933
1837,East,,120.685794,24.132701
1838,Nantun,,120.630832,24.122476
1839,Fengyuan,,120.714675,24.250363
1840,Fengyuan,7,120.705737,24.250903
1841,Dali,,120.691723,24.100535
1842,Central,1,120.678757,24.141681
1843,Dali,,120.685141,24.087986
1844,Beitun,9,120.707069,24.19496
1845,Dali,19,120.687806,24.100325
1846,Dali,1,120.688746,24.08106
1847,Fengyuan,8,120.703208,24.253231
1848,Daya,2,120.647324,24.221099
1849,Xitun,,120.647847,24.196114
1850,Dali,2,120.689631,24.115402
1851,Wuri,2,120.607208,24.122559
1852,Kamioka,1,120.676219,24.281977
1853,Dongshi,1,120.831798,24.244549
1854,Beitun,1,120.673568,24.199234
1855,Xitun,1,120.645191,24.162759
1856,Fengyuan,9,120.702858,24.249483
1857,Dali,,120.706283,24.087061
1858,Nantun,12,120.615818,24.1504
1859,Beitun,,120.731846,24.170556
1860,North,,120.682422,24.154711
1861,West,,120.676252,24.141026
1862,Taiping,,120.709636,24.135143
1863,Xitun,,120.604155,24.1867
1864,Taiping,12,120.728696,24.097532
1865,Xitun,1,120.641904,24.159453
1866,North,1,120.674129,24.147149
1867,Longjing,,120.591001,24.182516
1868,Wuqi,1,120.52786,24.234963
1869,Fengyuan,7,120.703783,24.238414
1870,West,1,120.682177,24.135867
1871,North,,120.681751,24.155335
1872,Nantun,11,120.61676,24.139574
1873,Shalu,9,120.588809,24.252044
1874,Xitun,,120.649668,24.161191
1875,Xitun,,120.634948,24.179291
1876,Beitun,1,120.674823,24.19111
1877,Dali,,120.695579,24.088024
1878,West,,120.660244,24.158089
1879,Kamioka,9,120.668692,24.257072
1880,Fengyuan,9,120.716615,24.260173
1881,Daya,,120.650397,24.244013
1882,North,,120.686956,24.15574
1883,North,,120.677171,24.165195
1884,Shalu,1,120.567253,24.203714
1885,Beitun,,120.709481,24.193701
1886,Taiping,9,120.726993,24.150719
1887,South,1,120.682567,24.11917
1888,Kamioka,,120.680276,24.248182
1889,Fengyuan,7,120.705853,24.250813
1890,Wufeng,9,120.686018,24.06546
1891,Shalu,,120.617863,24.243103
1892,Fengyuan,,120.71045,24.250745
1893,Tanzi,1,120.697885,24.197012
1894,Taiping,9,120.72401,24.147639
1895,Daya,2,120.649943,24.213069
1896,Qingshui,,120.540499,24.289562
1897,West,,120.66873,24.149959
1898,North,8,120.672676,24.168907
1899,Dali,,120.714778,24.096408
1900,Xitun,,120.638482,24.168416
1901,Fengyuan,9,120.710744,24.273051
1902,West,1,120.670992,24.152941
1903,Xitun,,120.662135,24.163809
1904,Shalu,9,120.579451,24.224126
1905,Nantun,,120.651391,24.151605
1906,Fengyuan,,120.709457,24.248458
1907,Xitun,,120.590179,24.177376
1908,Beitun,19,120.682384,24.171056
1909,Shalu,,120.578346,24.221767
1910,Dajia,9,120.653761,24.390498
1911,Wuri,,120.644829,24.056369
1912,Dajia,,120.637933,24.361245
1913,Tanzi,1,120.701794,24.192045
1914,Wuri,,120.597878,24.108256
1915,Dadu,1,120.579984,24.170987
1916,North,9,120.665678,24.154495
1917,Wuri,,120.607003,24.10842
1918,Daya,,120.63957,24.205665
1919,West,9,120.663956,24.147995
1920,Beitun,,120.674666,24.201286
1921,Wuqi,,120.535573,24.251242
1922,West,,120.672851,24.139886
1923,North,2,120.673488,24.170912
1924,Wufeng,,120.668767,24.060999
1925,Dadu,2,120.579755,24.17403
1926,Wufeng,,120.714063,24.076929
1927,Xitun,1,120.665976,24.174268
1928,Shalu,,120.557485,24.234001
1929,North,,120.673046,24.162749
1930,Nantun,1,120.636876,24.138237
1931,Dali,,120.705907,24.104604
1932,West,,120.666591,24.150856
1933,Taiping,,120.721116,24.103249
1934,North,,120.685051,24.155207
1935,North,,120.686175,24.161397
1936,Shalu,9,120.569983,24.241576
1937,Longjing,,120.524347,24.210598
1938,Xitun,1,120.638029,24.175602
1939,Fengyuan,1,120.725682,24.250183
1940,Xitun,9,120.618607,24.16449
1941,Xitun,,120.649532,24.17544
1942,Wufeng,1,120.668935,24.062436
1943,Dajia,,120.635889,24.36224
1944,North,1,120.673891,24.173816
1945,South,,120.66228,24.125739
1946,Daya,1,120.666464,24.237953
1947,West,1,120.665649,24.135153
1948,Nantun,,120.616044,24.155962
1949,Nantun,2,120.623926,24.149465
1950,Shalu,9,120.56798,24.223518
1951,Xitun,,120.643772,24.173879
1952,Daya,7,120.646745,24.22264
1953,Shalu,,120.561757,24.244419
1954,Central,8,120.67602,24.144536
1955,Fengyuan,7,120.721043,24.252072
1956,Xitun,1,120.638237,24.181805
1957,Xitun,,120.646976,24.1708
1958,South,,120.653405,24.124716
1959,Taiping,,120.725666,24.126244
1960,West,1,120.662646,24.13515
1961,Xitun,1,120.641181,24.162122
1962,Xitun,,120.626722,24.184248
1963,Dali,2,120.690903,24.118362
1964,Dali,,120.698985,24.110062
1965,Dali,9,120.699966,24.116455
1966,Houli,9,120.712576,24.322346
1967,Qingshui,1,120.553476,24.274692
1968,West,1,120.675925,24.141317
1969,Fengyuan,,120.718392,24.247653
1970,Fengyuan,1,120.735567,24.271765
1971,Xitun,,120.667106,24.204046
1972,South,7,120.683398,24.130347
1973,Xitun,2,120.6572,24.168495
1974,Wuqi,1,120.545687,24.229089
1975,North,,120.686104,24.154883
1976,Daya,,120.65367,24.223789
1977,Xitun,1,120.639967,24.185145
1978,Dali,9,120.690348,24.123375
1979,Xitun,,120.664741,24.176651
1980,Xitun,9,120.602594,24.183084
1981,Xitun,,120.644543,24.174866
1982,Beitun,,120.725296,24.170671
1983,Fengyuan,,120.735912,24.260557
1984,Dali,1,120.694144,24.11164
1985,Nantun,,120.621593,24.150808
1986,South,1,120.662687,24.126984
1987,West,21,120.670523,24.139877
1988,Nantun,2,120.649958,24.139453
1989,Dali,,120.698416,24.079899
1990,Dajia,,120.643723,24.409404
1991,North,,120.674405,24.163163
1992,Wuri,,120.642437,24.063132
1993,Beitun,,120.702402,24.186517
1994,Wufeng,,120.665094,24.083138
1995,Dajia,9,120.627083,24.347913
1996,Central,,120.678343,24.139326
1997,Dali,,120.69541,24.087891
1998,Dali,,120.672759,24.102081
1999,Wuri,,120.648156,24.102325
2000,North,7,120.680656,24.152766
2001,Taiping,2,120.727349,24.154719
2002,Taiping,1,120.712397,24.125404
2003,Taiping,1,120.732047,24.113889
2004,North,,120.676949,24.159463
2005,Xitun,1,120.658503,24.171588
2006,Shalu,,120.615128,24.244076
2007,Xitun,,120.656239,24.199625
2008,Taiping,1,120.734417,24.148234
2009,Xitun,,120.641076,24.167898
2010,Taiping,,120.720091,24.157956
2011,Daya,1,120.65215,24.227423
2012,Dali,2,120.686021,24.10576
2013,Tanzi,1,120.686781,24.210318
2014,Beitun,1,120.686556,24.195217
2015,Xitun,,120.602042,24.161832
2016,Shalu,9,120.574141,24.22405
2017,Wuqi,,120.553027,24.258425
2018,Central,,120.684835,24.137697
2019,Wuri,,120.643752,24.093188
2020,Dajia,1,120.61816,24.351399
2021,East,,120.707617,24.142995
2022,Qingshui,9,120.574061,24.285654
2023,Fengyuan,9,120.720298,24.249344
2024,Nantun,,120.646552,24.147753
2025,Xitun,1,120.64243,24.180029
2026,West,,120.67253,24.131787
2027,Tanzi,8,120.709856,24.235521
2028,Central,1,120.676898,24.145395
2029,North,1,120.672565,24.168787
2030,Taiping,,120.721662,24.11679
2031,Xitun,,120.644922,24.165245
2032,Taiping,,120.7071,24.129128
2033,Xitun,,120.657127,24.200899
2034,Xitun,1,120.593044,24.183185
2035,North,,120.671824,24.172678
2036,Dali,,120.709493,24.099779
2037,Central,9,120.681259,24.145824
2038,West,1,120.655131,24.15079
2039,Beitun,,120.721234,24.179782
2040,Wuri,,120.633414,24.108148
2041,East,2,120.692395,24.139415
2042,Kamioka,1,120.688981,24.239322
2043,Qingshui,,120.549382,24.274466
2044,Shalu,,120.57031,24.236502
2045,Kamioka,1,120.680462,24.240695
2046,Fengyuan,2,120.70612,24.250038
2047,Daya,1,120.669719,24.237541
2048,Wufeng,,120.689285,24.061299
2049,Dali,,120.690704,24.098029
2050,Taiping,1,120.733183,24.150526
2051,Shalu,2,120.563567,24.205569
2052,West,,120.655603,24.136098
2053,Wuqi,1,120.523174,24.223495
2054,Xitun,,120.653232,24.166957
2055,Wufeng,,120.662483,24.069668
2056,Taiping,1,120.719722,24.149926
2057,Wuri,,120.62019,24.117782
2058,Xitun,1,120.612538,24.196131
2059,Beitun,,120.694672,24.16561
2060,Shalu,,120.560124,24.20943
2061,Xitun,1,120.654598,24.156856
2062,Dali,1,120.664371,24.096798
2063,Tanzi,,120.710239,24.207782
2064,East,,120.703049,24.140244
2065,Dali,,120.688553,24.09407
2066,Wuri,,120.636493,24.10423
2067,North,1,120.688258,24.162597
2068,South,,120.653234,24.121869
2069,Nantun,9,120.646629,24.140096
2070,Beitun,19,120.662076,24.196115
2071,Wufeng,,120.694528,24.050412
2072,Wufeng,,120.685014,24.05538
2073,North,,120.685089,24.161558
2074,North,9,120.663172,24.161821
2075,Dali,,120.668652,24.104059
2076,Xitun,1,120.647774,24.166957
2077,Dadu,1,120.580198,24.171735
2078,Qingshui,,120.546322,24.2778
2079,Tanzi,,120.705929,24.215525
2080,Xitun,9,120.642921,24.187345
2081,Wufeng,,120.69391,24.049283
2082,South,1,120.671784,24.117292
2083,Xitun,,120.632463,24.170946
2084,Dali,1,120.695363,24.101379
2085,Nantun,,120.642512,24.146761
2086,South,,120.670239,24.113306
2087,South,,120.671784,24.117292
2088,Shalu,9,120.577269,24.22346
2089,South,9,120.653495,24.122737
2090,Wuqi,1,120.53813,24.247321
2091,North,,120.672687,24.167981
2092,South,8,120.649349,24.118874
2093,Shalu,,120.566169,24.23481
2094,Fengyuan,1,120.740445,24.274109
2095,Xitun,1,120.657127,24.200899
2096,Xitun,,120.654805,24.198968
2097,West,,120.655135,24.150315
2098,Nantun,8,120.603266,24.15345
2099,Xitun,,120.654704,24.199204
2100,Qingshui,,120.559632,24.26476
2101,North,1,120.678686,24.159138
2102,Wuri,,120.647713,24.07688
2103,Fengyuan,,120.72183,24.253208
2104,South,1,120.652363,24.114578
2105,North,9,120.682197,24.166958
2106,Xitun,1,120.651201,24.166899
2107,Taiping,,120.733183,24.150526
2108,Daya,1,120.639601,24.214664
2109,Beitun,,120.710387,24.181354
2110,Dali,1,120.69957,24.090657
2111,Dongshi,1,120.825647,24.260679
2112,Fengyuan,,120.721783,24.257307
2113,South,,120.684062,24.131576
2114,Beitun,,120.68344,24.181782
2115,Wuri,,120.612796,24.102885
2116,Xitun,,120.616508,24.182689
2117,Waipu,1,120.657463,24.327796
2118,Beitun,1,120.724648,24.167369
2119,Wufeng,,120.699037,24.072983
2120,North,19,120.68134,24.152752
2121,Beitun,,120.68996,24.175476
2122,Beitun,,120.690494,24.192772
2123,Wufeng,1,120.709032,24.078362
2124,Taiping,1,120.719151,24.130807
2125,Wuqi,,120.534026,24.261602
2126,Dali,,120.695611,24.103937
2127,Nantun,19,120.654585,24.138908
2128,Nantun,8,120.613395,24.149039
2129,North,1,120.67403,24.161622
2130,Central,1,120.681528,24.137225
2131,Longjing,9,120.584579,24.183462
2132,Beitun,,120.703586,24.169705
2133,Nantun,7,120.637471,24.149263
2134,Xitun,1,120.635375,24.182006
2135,Longjing,1,120.52199,24.216412
2136,Dadu,,120.580198,24.171735
2137,West,9,120.672838,24.148436
2138,West,1,120.660187,24.140158
2139,North,9,120.691668,24.157646
2140,Beitun,,120.722407,24.188922
2141,North,,120.684368,24.153997
2142,East,9,120.701102,24.135595
2143,Taiping,,120.716926,24.155321
2144,Nantun,2,120.654585,24.138908
2145,Beitun,9,120.698617,24.175995
2146,Beitun,,120.664775,24.184107
2147,Xitun,,120.614593,24.183081
2148,Fengyuan,,120.730897,24.258334
2149,Wufeng,,120.692824,24.072678
2150,Taiping,1,120.72191,24.149247
2151,Beitun,9,120.698913,24.168113
2152,Daya,9,120.657934,24.230606
2153,East,,120.695208,24.141603
2154,Beitun,1,120.680994,24.17446
2155,South,,120.669736,24.120054
2156,Xitun,1,120.654088,24.170309
2157,Xitun,,120.610248,24.185813
2158,Xitun,,120.617001,24.184058
2159,Wuqi,,120.52801,24.258957
2160,Fengyuan,,120.730017,24.25049
2161,South,9,120.653753,24.122876
2162,East,9,120.707715,24.141818
2163,Xitun,7,120.641076,24.167898
2164,North,,120.69432,24.156811
2165,Shalu,1,120.564279,24.236543
2166,West,1,120.661782,24.132138
2167,Longjing,,120.543847,24.18073
2168,Xitun,,120.593426,24.182927
2169,West,1,120.678305,24.136395
2170,North,,120.687873,24.15582
2171,Xitun,,120.614123,24.183851
2172,Beitun,1,120.70056,24.178463
2173,Central,2,120.674711,24.142626
2174,Central,1,120.682192,24.1401
2175,Fengyuan,2,120.721755,24.272976
2176,North,9,120.687489,24.14969
2177,Fengyuan,1,120.718381,24.25202
2178,Beitun,,120.686626,24.197848
2179,Nantun,,120.652774,24.144579
2180,Houli,1,120.722368,24.312477
2181,Xitun,,120.647815,24.166966
2182,Xitun,1,120.637217,24.173469
2183,Nantun,,120.639774,24.149695
2184,North,9,120.67705,24.173069
2185,Daya,9,120.650721,24.220955
2186,East,8,120.701293,24.142413
2187,Nantun,,120.627652,24.139185
2188,North,7,120.68223,24.165538
2189,Longjing,1,120.521797,24.216549
2190,Tanzi,,120.706119,24.220546
2191,North,,120.686484,24.15282
2192,Dajia,1,120.620657,24.350555
2193,Xitun,,120.628443,24.205996
2194,Xitun,1,120.635768,24.182433
2195,South,,120.675834,24.127561
2196,Nantun,,120.628228,24.140179
2197,Qingshui,14,120.553882,24.274968
2198,Tanzi,,120.705022,24.207144
2199,Beitun,1,120.67624,24.173921
2200,North,1,120.686616,24.160965
2201,Xitun,1,120.626441,24.179374
2202,West,,120.653023,24.153543
2203,Xitun,,120.651183,24.160381
2204,Taiping,1,120.70081,24.146961
2205,Xitun,9,120.647219,24.182051
2206,Xitun,7,120.657128,24.200575
2207,Fengyuan,1,120.717953,24.249731
2208,Xitun,,120.615268,24.182938
2209,North,19,120.668289,24.16874
2210,Xitun,,120.664979,24.173772
2211,Nantun,9,120.625972,24.143013
2212,Longjing,,120.593443,24.189757
2213,Xitun,9,120.652513,24.159438
2214,Central,1,120.68509,24.142702
2215,Shalu,7,120.575288,24.247375
2216,Fengyuan,2,120.724915,24.24882
2217,Wufeng,,120.696797,24.06308
2218,Beitun,,120.70782,24.181626
2219,Shalu,,120.558591,24.234991
2220,North,,120.681599,24.15558
2221,Xinshe,,120.806846,24.255865
2222,Beitun,1,120.665666,24.18275
2223,West,1,120.664298,24.150856
2224,Taiping,7,120.726802,24.14992
2225,Beitun,,120.691606,24.182698
2226,Wuri,1,120.62734,24.10404
2227,North,1,120.680973,24.162492
2228,Beitun,1,120.690564,24.178044
2229,Xitun,,120.645361,24.192466
2230,Xitun,,120.620613,24.187611
2231,Taiping,,120.725301,24.134232
2232,West,1,120.669801,24.150724
2233,West,1,120.674253,24.137318
2234,Beitun,7,120.733469,24.167924
2235,Xitun,,120.63882,24.172066
2236,Fengyuan,1,120.714744,24.24597
2237,Dajia,2,120.619802,24.346472
2238,Daya,9,120.655648,24.238058
2239,Nantun,1,120.641356,24.134848
2240,Beitun,8,120.685859,24.180551
2241,Xitun,,120.64936,24.172915
2242,Taiping,1,120.719236,24.159415
2243,Beitun,1,120.667475,24.179689
2244,Nantun,,120.646495,24.130447
2245,Xitun,2,120.645458,24.175895
2246,West,1,120.659687,24.157317
2247,Dali,,120.683975,24.109906
2248,Taiping,1,120.727811,24.141403
2249,Beitun,1,120.73066,24.17259
2250,Beitun,,120.721233,24.177674
2251,Fengyuan,2,120.743263,24.255517
2252,Shigang,1,120.779553,24.275332
2253,Beitun,,120.721811,24.181854
2254,Beitun,,120.685179,24.166991
2255,South,1,120.683099,24.131563
2256,North,1,120.682261,24.152422
2257,West,1,120.672769,24.135858
2258,Xitun,,120.606364,24.187698
2259,Longjing,1,120.524018,24.215594
2260,Tanzi,9,120.709491,24.203544
2261,Longjing,12,120.540901,24.212129
2262,Qingshui,9,120.566731,24.268388
2263,Nantun,1,120.61221,24.150544
2264,Shalu,,120.571057,24.235018
2265,Wuri,8,120.601054,24.110288
2266,Beitun,,120.676181,24.201365
2267,North,1,120.678857,24.157171
2268,Xitun,1,120.655733,24.171809
2269,Wuri,,120.624952,24.106318
2270,Qingshui,1,120.57387,24.28905
2271,Fengyuan,2,120.715293,24.25303
2272,Nantun,,120.603027,24.159499
2273,East,,120.695072,24.147368
2274,Wuri,,120.612816,24.10305
2275,Qingshui,,120.557693,24.278356
2276,Beitun,1,120.721033,24.17494
2277,North,9,120.668095,24.162861
2278,Wuqi,7,120.529686,24.235637
2279,Heping,21,120.888616,24.174119
2280,Tanzi,,120.700802,24.21373
2281,Dali,,120.686933,24.093693
2282,Dali,1,120.696524,24.091627
2283,Dadu,13,120.550834,24.119804
2284,Xitun,8,120.606489,24.189992
2285,Dali,,120.702971,24.08911
2286,Qingshui,,120.542981,24.266381
2287,Dajia,1,120.618228,24.346211
2288,Dajia,1,120.626475,24.374942
2289,Kamioka,1,120.678618,24.240485
2290,Xitun,1,120.611231,24.184667
2291,Tanzi,,120.707735,24.199454
2292,Fengyuan,,120.714584,24.23499
2293,West,,120.660181,24.147858
2294,Nantun,,120.649945,24.134819
2295,Xitun,,120.640799,24.15466
2296,Longjing,1,120.518058,24.217798
2297,Daya,2,120.601222,24.216084
2298,Dali,,120.688896,24.101675
2299,Kamioka,,120.689494,24.241107
2300,East,,120.695286,24.141664
2301,Dali,1,120.664762,24.092318
2302,Xitun,,120.648294,24.167899
2303,Wufeng,2,120.696571,24.054824
2304,Wuqi,,120.523822,24.247755
2305,Xitun,,120.627128,24.181306
2306,Dali,1,120.698098,24.109123
2307,Xitun,,120.648263,24.155605
2308,Central,1,120.674359,24.142841
2309,Nantun,1,120.620854,24.13999
2310,Dali,,120.688313,24.102595
2311,Beitun,1,120.657907,24.184642
2312,Houli,1,120.711231,24.30618
2313,Xitun,,120.637979,24.180788
2314,Fengyuan,9,120.725975,24.266761
2315,North,,120.684739,24.165688
2316,West,,120.671825,24.132553
2317,Daya,,120.650016,24.211628
2318,Fengyuan,,120.704777,24.239626
2319,Nantun,1,120.623242,24.140179
2320,Dali,1,120.682299,24.107759
2321,Xitun,,120.621967,24.173741
2322,South,9,120.681194,24.126676
2323,Nantun,,120.635134,24.144113
2324,Beitun,,120.700509,24.178326
2325,Xitun,9,120.649796,24.162755
2326,Xitun,,120.634695,24.179346
2327,Wufeng,,120.68724,24.057871
2328,North,,120.673004,24.167469
2329,Dali,,120.694167,24.114116
2330,Xitun,,120.620783,24.18396
2331,Dadu,,120.548653,24.142007
2332,Tanzi,,120.679295,24.204473
2333,Xitun,,120.633739,24.17002
2334,Wuri,,120.628721,24.111724
2335,North,9,120.683189,24.162355
2336,Shalu,,120.557143,24.212366
2337,Xitun,,120.637433,24.177181
2338,West,9,120.676536,24.139514
2339,Xitun,24,120.649796,24.162755
2340,Dongshi,,120.80991,24.282526
2341,West,1,120.673242,24.148836
2342,Fengyuan,,120.718746,24.250775
2343,Tanzi,,120.699478,24.194369
2344,Beitun,,120.692546,24.162367
2345,Longjing,,120.525215,24.179707
2346,Taiping,,120.728686,24.150141
2347,Fengyuan,,120.703581,24.253196
2348,North,,120.691936,24.157558
2349,Nantun,1,120.644941,24.137958
2350,North,,120.685233,24.158728
2351,Xitun,,120.630053,24.162921
2352,Tanzi,1,120.702502,24.208005
2353,Nantun,,120.623241,24.137107
2354,Beitun,1,120.719034,24.162008
2355,Tanzi,9,120.703516,24.201759
2356,Taiping,9,120.808065,24.095749
2357,North,,120.677467,24.152198
2358,Beitun,9,120.672762,24.201439
2359,Wuqi,,120.533216,24.246168
2360,Dali,,120.700991,24.088746
2361,Taiping,1,120.715228,24.111136
2362,Wufeng,1,120.662997,24.059765
2363,Wuri,8,120.653052,24.090248
2364,South,,120.653082,24.11535
2365,Shalu,9,120.580214,24.213164
2366,Shalu,8,120.565909,24.238734
2367,Taiping,1,120.721804,24.117074
2368,Shalu,,120.560788,24.2414
2369,East,,120.687145,24.13388
2370,Tanzi,9,120.703195,24.19812
2371,North,1,120.68669,24.163115
2372,West,1,120.661684,24.135837
2373,Wuri,,120.643858,24.082361
2374,Xitun,,120.657519,24.159385
2375,Wuqi,1,120.541691,24.251434
2376,Beitun,7,120.681245,24.171019
2377,Beitun,1,120.681959,24.175606
2378,Xitun,9,120.619038,24.182964
2379,North,,120.685109,24.168051
2380,Dadu,,120.57226,24.155571
2381,Nantun,1,120.639321,24.147181
2382,South,9,120.663992,24.127934
2383,Beitun,7,120.66358,24.186852
2384,Wuqi,,120.531665,24.268897
2385,North,,120.671623,24.171919
2386,Dadu,,120.55378,24.133353
2387,Nantun,1,120.640653,24.132081
2388,Xitun,,120.652653,24.175986
2389,Dali,1,120.700082,24.087147
2390,North,19,120.682659,24.166998
2391,Dali,,120.70189,24.08599
2392,East,1,120.706045,24.143293
2393,Nantun,1,120.645462,24.148804
2394,Nantun,,120.62,24.134192
2395,Shalu,,120.5522,24.215276
2396,North,,120.676646,24.16724
2397,South,1,120.671811,24.119156
2398,Xitun,,120.635989,24.169183
2399,Fengyuan,,120.714352,24.251736
2400,Waipu,1,120.661548,24.323662
2401,Wuqi,1,120.545695,24.221085
2402,Beitun,,120.68661,24.170692
2403,Longjing,,120.5926,24.181542
2404,North,,120.678897,24.152744
2405,Wufeng,,120.687951,24.04306
2406,Dajia,,120.617228,24.349817
2407,Dongshi,9,120.804342,24.292485
2408,Nantun,,120.598953,24.148227
2409,Beitun,1,120.696208,24.183202
2410,Beitun,,120.675979,24.200737
2411,Shalu,,120.558889,24.238161
2412,Dali,1,120.719348,24.097766
2413,Xitun,4,120.65905,24.171163
2414,Wuri,,120.650429,24.106569
2415,Dajia,,120.624546,24.346309
2416,Xitun,,120.638482,24.169172
2417,Dali,,120.679133,24.078667
2418,Beitun,1,120.692013,24.182689
2419,Xitun,1,120.620195,24.187171
2420,Nantun,1,120.62267,24.140394
2421,Wuri,,120.644316,24.086
2422,Xitun,,120.640438,24.165786
2423,Nantun,2,120.636206,24.146717
2424,Beitun,1,120.698785,24.170178
2425,North,,120.67871,24.169943
2426,Wuqi,,120.555187,24.238139
2427,Xitun,1,120.635007,24.166184
2428,Nantun,,120.623019,24.143061
2429,Central,2,120.67894,24.138827
2430,North,,120.678635,24.159191
2431,West,,120.657099,24.138875
2432,Xitun,,120.627302,24.184046
2433,Longjing,,120.545406,24.192016
2434,Dadu,,120.577475,24.118433
2435,Wuri,1,120.633937,24.106474
2436,Dajia,2,120.634948,24.424789
2437,South,1,120.665886,24.120857
2438,Beitun,9,120.690888,24.16448
2439,South,1,120.660483,24.116826
2440,Shalu,,120.581009,24.222031
2441,Wuri,8,120.640882,24.10884
2442,Xitun,,120.655149,24.157461
2443,Shalu,9,120.599681,24.255124
2444,Shalu,,120.614657,24.242111
2445,Nantun,,120.649528,24.139863
2446,Kamioka,,120.698819,24.24893
2447,Xitun,,120.663857,24.176271
2448,Tanzi,,120.709599,24.202568
2449,Beitun,1,120.690852,24.171974
2450,South,,120.655457,24.115199
2451,Nantun,9,120.642954,24.140379
2452,Xitun,,120.640803,24.16505
2453,Qingshui,1,120.571809,24.279351
2454,Xitun,,120.644164,24.201417
2455,Nantun,1,120.646456,24.12953
2456,Xitun,,120.61978,24.180941
2457,Beitun,,120.680227,24.172688
2458,Longjing,,120.585681,24.185796
2459,Beitun,,120.72066,24.176011
2460,Beitun,,120.721094,24.162136
