Accident_index,Year,Month,Day,Hour,Minute,Timestamp
2504,2023,9,7,17,14,1694106840
2505,2023,9,7,17,14,1694106840
2506,2023,9,7,17,15,1694106900
2507,2023,9,7,17,16,1694106960
2508,2023,9,7,17,17,1694107020
2509,2023,9,7,17,18,1694107080
2510,2023,9,7,17,19,1694107140
2511,2023,9,7,17,19,1694107140
2512,2023,9,7,17,19,1694107140
2513,2023,9,7,17,20,1694107200
2514,2023,9,7,17,20,1694107200
2515,2023,9,7,17,20,1694107200
2516,2023,9,7,17,20,1694107200
2517,2023,9,7,17,22,1694107320
2518,2023,9,7,17,23,1694107380
2519,2023,9,7,17,24,1694107440
2520,2023,9,7,17,25,1694107500
2521,2023,9,7,17,25,1694107500
2522,2023,9,7,17,26,1694107560
2523,2023,9,7,17,26,1694107560
2524,2023,9,7,17,26,1694107560
2525,2023,9,7,17,27,1694107620
2526,2023,9,7,17,27,1694107620
2527,2023,9,7,17,29,1694107740
2528,2023,9,7,17,31,1694107860
2529,2023,9,7,17,35,1694108100
2530,2023,9,7,17,35,1694108100
2531,2023,9,7,17,36,1694108160
2532,2023,9,7,17,37,1694108220
2533,2023,9,7,17,38,1694108280
2534,2023,9,7,17,39,1694108340
2535,2023,9,7,17,41,1694108460
2536,2023,9,7,17,41,1694108460
2537,2023,9,7,17,42,1694108520
2538,2023,9,7,17,45,1694108700
2539,2023,9,7,17,45,1694108700
2540,2023,9,7,17,46,1694108760
2541,2023,9,7,17,46,1694108760
2542,2023,9,7,17,48,1694108880
2543,2023,9,7,17,49,1694108940
2544,2023,9,7,17,55,1694109300
2545,2023,9,7,17,55,1694109300
2546,2023,9,7,17,59,1694109540
2547,2023,9,7,18,3,1694109780
2548,2023,9,7,18,4,1694109840
2549,2023,9,7,18,5,1694109900
2550,2023,9,7,18,8,1694110080
2551,2023,9,7,18,8,1694110080
2552,2023,9,7,18,8,1694110080
2553,2023,9,7,18,9,1694110140
2554,2023,9,7,18,15,1694110500
2555,2023,9,7,18,15,1694110500
2556,2023,9,7,18,15,1694110500
2557,2023,9,7,18,19,1694110740
2558,2023,9,7,18,19,1694110740
2559,2023,9,7,18,20,1694110800
2560,2023,9,7,18,29,1694111340
2561,2023,9,7,18,30,1694111400
2562,2023,9,7,18,33,1694111580
2563,2023,9,7,18,34,1694111640
2564,2023,9,7,18,35,1694111700
2565,2023,9,7,18,35,1694111700
2566,2023,9,7,18,37,1694111820
2567,2023,9,7,18,38,1694111880
2568,2023,9,7,18,40,1694112000
2569,2023,9,7,18,41,1694112060
2570,2023,9,7,18,44,1694112240
2571,2023,9,7,18,44,1694112240
2572,2023,9,7,18,45,1694112300
2573,2023,9,7,18,48,1694112480
2574,2023,9,7,18,50,1694112600
2575,2023,9,7,18,50,1694112600
2576,2023,9,7,18,50,1694112600
2577,2023,9,7,18,50,1694112600
2578,2023,9,7,18,50,1694112600
2579,2023,9,7,18,50,1694112600
2580,2023,9,7,18,53,1694112780
2581,2023,9,7,18,55,1694112900
2582,2023,9,7,18,56,1694112960
2583,2023,9,7,19,9,1694113740
2584,2023,9,7,19,9,1694113740
2585,2023,9,7,19,10,1694113800
2586,2023,9,7,19,10,1694113800
2587,2023,9,7,19,11,1694113860
2588,2023,9,7,19,11,1694113860
2589,2023,9,7,19,19,1694114340
2590,2023,9,7,19,24,1694114640
2591,2023,9,7,19,25,1694114700
2592,2023,9,7,19,27,1694114820
2593,2023,9,7,19,30,1694115000
2594,2023,9,7,19,31,1694115060
2595,2023,9,7,19,35,1694115300
2596,2023,9,7,19,35,1694115300
2597,2023,9,7,19,37,1694115420
2598,2023,9,7,19,49,1694116140
2599,2023,9,7,19,53,1694116380
2600,2023,9,7,19,58,1694116680
2601,2023,9,7,20,8,1694117280
2602,2023,9,7,20,9,1694117340
2603,2023,9,7,20,10,1694117400
2604,2023,9,7,20,11,1694117460
2605,2023,9,7,20,22,1694118120
2606,2023,9,7,20,25,1694118300
2607,2023,9,7,20,26,1694118360
2608,2023,9,7,20,26,1694118360
2609,2023,9,7,20,40,1694119200
2610,2023,9,7,20,42,1694119320
2611,2023,9,7,20,45,1694119500
2612,2023,9,7,20,46,1694119560
2613,2023,9,7,20,48,1694119680
2614,2023,9,7,20,53,1694119980
2615,2023,9,7,20,54,1694120040
2616,2023,9,7,20,56,1694120160
2617,2023,9,7,21,0,1694120400
2618,2023,9,7,21,7,1694120820
2619,2023,9,7,21,10,1694121000
2620,2023,9,7,21,13,1694121180
2621,2023,9,7,21,15,1694121300
2622,2023,9,7,21,28,1694122080
2623,2023,9,7,21,38,1694122680
2624,2023,9,7,21,40,1694122800
2625,2023,9,7,21,49,1694123340
2626,2023,9,7,21,51,1694123460
2627,2023,9,7,21,57,1694123820
2628,2023,9,7,22,0,1694124000
2629,2023,9,7,22,5,1694124300
2630,2023,9,7,22,8,1694124480
2631,2023,9,7,22,12,1694124720
2632,2023,9,7,22,21,1694125260
2633,2023,9,7,22,24,1694125440
2634,2023,9,7,22,28,1694125680
2635,2023,9,7,22,29,1694125740
2636,2023,9,7,22,30,1694125800
2637,2023,9,7,22,35,1694126100
2638,2023,9,7,22,55,1694127300
2639,2023,9,7,22,57,1694127420
2640,2023,9,7,22,58,1694127480
2641,2023,9,7,22,59,1694127540
2642,2023,9,7,23,0,1694127600
2643,2023,9,7,23,2,1694127720
2644,2023,9,7,23,32,1694129520
2645,2023,9,7,23,40,1694130000
2646,2023,9,8,0,32,1694133120
2647,2023,9,8,0,37,1694133420
2648,2023,9,8,0,41,1694133660
2649,2023,9,8,1,16,1694135760
2650,2023,9,8,1,34,1694136840
2651,2023,9,8,1,40,1694137200
2652,2023,9,8,1,44,1694137440
2653,2023,9,8,4,32,1694147520
2654,2023,9,8,5,56,1694152560
2655,2023,9,8,6,3,1694152980
2656,2023,9,8,6,30,1694154600
2657,2023,9,8,6,44,1694155440
2658,2023,9,8,6,47,1694155620
2659,2023,9,8,6,49,1694155740
2660,2023,9,8,6,53,1694155980
2661,2023,9,8,6,56,1694156160
2662,2023,9,8,6,59,1694156340
2663,2023,9,8,7,0,1694156400
2664,2023,9,8,7,4,1694156640
2665,2023,9,8,7,6,1694156760
2666,2023,9,8,7,17,1694157420
2667,2023,9,8,7,20,1694157600
2668,2023,9,8,7,22,1694157720
2669,2023,9,8,7,22,1694157720
2670,2023,9,8,7,23,1694157780
2671,2023,9,8,7,25,1694157900
2672,2023,9,8,7,25,1694157900
2673,2023,9,8,7,25,1694157900
2674,2023,9,8,7,27,1694158020
2675,2023,9,8,7,27,1694158020
2676,2023,9,8,7,29,1694158140
2677,2023,9,8,7,29,1694158140
2678,2023,9,8,7,29,1694158140
2679,2023,9,8,7,32,1694158320
2680,2023,9,8,7,33,1694158380
2681,2023,9,8,7,35,1694158500
2682,2023,9,8,7,38,1694158680
2683,2023,9,8,7,43,1694158980
2684,2023,9,8,7,45,1694159100
2685,2023,9,8,7,50,1694159400
2686,2023,9,8,7,50,1694159400
2687,2023,9,8,7,52,1694159520
2688,2023,9,8,7,52,1694159520
2689,2023,9,8,7,55,1694159700
2690,2023,9,8,7,56,1694159760
2691,2023,9,8,7,58,1694159880
2692,2023,9,8,8,0,1694160000
2693,2023,9,8,8,0,1694160000
2694,2023,9,8,8,0,1694160000
2695,2023,9,8,8,1,1694160060
2696,2023,9,8,8,3,1694160180
2697,2023,9,8,8,5,1694160300
2698,2023,9,8,8,7,1694160420
2699,2023,9,8,8,9,1694160540
2700,2023,9,8,8,10,1694160600
2701,2023,9,8,8,10,1694160600
2702,2023,9,8,8,16,1694160960
2703,2023,9,8,8,18,1694161080
2704,2023,9,8,8,20,1694161200
2705,2023,9,8,8,21,1694161260
2706,2023,9,8,8,22,1694161320
2707,2023,9,8,8,22,1694161320
2708,2023,9,8,8,25,1694161500
2709,2023,9,8,8,27,1694161620
2710,2023,9,8,8,29,1694161740
2711,2023,9,8,8,32,1694161920
2712,2023,9,8,8,35,1694162100
2713,2023,9,8,8,36,1694162160
2714,2023,9,8,8,39,1694162340
2715,2023,9,8,8,40,1694162400
2716,2023,9,8,8,42,1694162520
2717,2023,9,8,8,48,1694162880
2718,2023,9,8,8,51,1694163060
2719,2023,9,8,8,52,1694163120
2720,2023,9,8,9,2,1694163720
2721,2023,9,8,9,9,1694164140
2722,2023,9,8,9,15,1694164500
2723,2023,9,8,9,20,1694164800
2724,2023,9,8,9,21,1694164860
2725,2023,9,8,9,22,1694164920
2726,2023,9,8,9,24,1694165040
2727,2023,9,8,9,25,1694165100
2728,2023,9,8,9,26,1694165160
2729,2023,9,8,9,29,1694165340
2730,2023,9,8,9,30,1694165400
2731,2023,9,8,9,30,1694165400
2732,2023,9,8,9,33,1694165580
2733,2023,9,8,9,35,1694165700
2734,2023,9,8,9,36,1694165760
2735,2023,9,8,9,39,1694165940
2736,2023,9,8,9,40,1694166000
2737,2023,9,8,9,40,1694166000
2738,2023,9,8,9,41,1694166060
2739,2023,9,8,9,43,1694166180
2740,2023,9,8,9,44,1694166240
2741,2023,9,8,9,48,1694166480
2742,2023,9,8,9,50,1694166600
2743,2023,9,8,9,51,1694166660
2744,2023,9,8,9,52,1694166720
2745,2023,9,8,9,55,1694166900
2746,2023,9,8,9,57,1694167020
2747,2023,9,8,9,58,1694167080
2748,2023,9,8,10,0,1694167200
2749,2023,9,8,10,4,1694167440
2750,2023,9,8,10,5,1694167500
2751,2023,9,8,10,8,1694167680
2752,2023,9,8,10,18,1694168280
2753,2023,9,8,10,18,1694168280
2754,2023,9,8,10,20,1694168400
2755,2023,9,8,10,20,1694168400
2756,2023,9,8,10,20,1694168400
2757,2023,9,8,10,21,1694168460
2758,2023,9,8,10,24,1694168640
2759,2023,9,8,10,28,1694168880
2760,2023,9,8,10,32,1694169120
2761,2023,9,8,10,36,1694169360
2762,2023,9,8,10,40,1694169600
2763,2023,9,8,10,42,1694169720
2764,2023,9,8,10,44,1694169840
2765,2023,9,8,10,51,1694170260
2766,2023,9,8,10,57,1694170620
2767,2023,9,8,11,0,1694170800
2768,2023,9,8,11,7,1694171220
2769,2023,9,8,11,10,1694171400
2770,2023,9,8,11,11,1694171460
2771,2023,9,8,11,14,1694171640
2772,2023,9,8,11,20,1694172000
2773,2023,9,8,11,20,1694172000
2774,2023,9,8,11,23,1694172180
2775,2023,9,8,11,24,1694172240
2776,2023,9,8,11,26,1694172360
2777,2023,9,8,11,30,1694172600
2778,2023,9,8,11,32,1694172720
2779,2023,9,8,11,40,1694173200
2780,2023,9,8,11,40,1694173200
2781,2023,9,8,11,40,1694173200
2782,2023,9,8,11,40,1694173200
2783,2023,9,8,11,45,1694173500
2784,2023,9,8,11,48,1694173680
2785,2023,9,8,11,50,1694173800
2786,2023,9,8,11,50,1694173800
2787,2023,9,8,11,53,1694173980
2788,2023,9,8,11,53,1694173980
2789,2023,9,8,11,54,1694174040
2790,2023,9,8,11,55,1694174100
2791,2023,9,8,11,57,1694174220
2792,2023,9,8,11,59,1694174340
2793,2023,9,8,12,0,1694174400
2794,2023,9,8,12,5,1694174700
2795,2023,9,8,12,5,1694174700
2796,2023,9,8,12,7,1694174820
2797,2023,9,8,12,9,1694174940
2798,2023,9,8,12,11,1694175060
2799,2023,9,8,12,12,1694175120
2800,2023,9,8,12,12,1694175120
2801,2023,9,8,12,15,1694175300
2802,2023,9,8,12,16,1694175360
2803,2023,9,8,12,20,1694175600
2804,2023,9,8,12,24,1694175840
2805,2023,9,8,12,41,1694176860
2806,2023,9,8,12,43,1694176980
2807,2023,9,8,12,53,1694177580
2808,2023,9,8,12,54,1694177640
2809,2023,9,8,12,56,1694177760
2810,2023,9,8,13,0,1694178000
2811,2023,9,8,13,1,1694178060
2812,2023,9,8,13,10,1694178600
2813,2023,9,8,13,10,1694178600
2814,2023,9,8,13,10,1694178600
2815,2023,9,8,13,13,1694178780
2816,2023,9,8,13,19,1694179140
2817,2023,9,8,13,20,1694179200
2818,2023,9,8,13,23,1694179380
2819,2023,9,8,13,25,1694179500
2820,2023,9,8,13,25,1694179500
2821,2023,9,8,13,27,1694179620
2822,2023,9,8,13,28,1694179680
2823,2023,9,8,13,30,1694179800
2824,2023,9,8,13,34,1694180040
2825,2023,9,8,13,39,1694180340
2826,2023,9,8,13,43,1694180580
2827,2023,9,8,13,47,1694180820
2828,2023,9,8,13,47,1694180820
2829,2023,9,8,13,50,1694181000
2830,2023,9,8,13,53,1694181180
2831,2023,9,8,13,54,1694181240
2832,2023,9,8,14,5,1694181900
2833,2023,9,8,14,5,1694181900
2834,2023,9,8,14,10,1694182200
2835,2023,9,8,14,10,1694182200
2836,2023,9,8,14,10,1694182200
2837,2023,9,8,14,12,1694182320
2838,2023,9,8,14,17,1694182620
2839,2023,9,8,14,18,1694182680
2840,2023,9,8,14,20,1694182800
2841,2023,9,8,14,22,1694182920
2842,2023,9,8,14,26,1694183160
2843,2023,9,8,14,28,1694183280
2844,2023,9,8,14,30,1694183400
2845,2023,9,8,14,30,1694183400
2846,2023,9,8,14,31,1694183460
2847,2023,9,8,14,32,1694183520
2848,2023,9,8,14,33,1694183580
2849,2023,9,8,14,40,1694184000
2850,2023,9,8,14,44,1694184240
2851,2023,9,8,14,44,1694184240
2852,2023,9,8,14,45,1694184300
2853,2023,9,8,14,47,1694184420
2854,2023,9,8,14,48,1694184480
2855,2023,9,8,14,53,1694184780
2856,2023,9,8,14,53,1694184780
2857,2023,9,8,15,0,1694185200
2858,2023,9,8,15,2,1694185320
2859,2023,9,8,15,9,1694185740
2860,2023,9,8,15,9,1694185740
2861,2023,9,8,15,10,1694185800
2862,2023,9,8,15,10,1694185800
2863,2023,9,8,15,10,1694185800
2864,2023,9,8,15,21,1694186460
2865,2023,9,8,15,30,1694187000
2866,2023,9,8,15,30,1694187000
2867,2023,9,8,15,31,1694187060
2868,2023,9,8,15,31,1694187060
2869,2023,9,8,15,34,1694187240
2870,2023,9,8,15,40,1694187600
2871,2023,9,8,15,40,1694187600
2872,2023,9,8,15,40,1694187600
2873,2023,9,8,15,43,1694187780
2874,2023,9,8,15,44,1694187840
2875,2023,9,8,15,50,1694188200
2876,2023,9,8,15,50,1694188200
2877,2023,9,8,15,53,1694188380
2878,2023,9,8,15,54,1694188440
2879,2023,9,8,15,55,1694188500
2880,2023,9,8,15,55,1694188500
2881,2023,9,8,15,57,1694188620
2882,2023,9,8,15,57,1694188620
2883,2023,9,8,16,2,1694188920
2884,2023,9,8,16,5,1694189100
2885,2023,9,8,16,6,1694189160
2886,2023,9,8,16,11,1694189460
2887,2023,9,8,16,11,1694189460
2888,2023,9,8,16,12,1694189520
2889,2023,9,8,16,17,1694189820
2890,2023,9,8,16,18,1694189880
2891,2023,9,8,16,26,1694190360
2892,2023,9,8,16,30,1694190600
2893,2023,9,8,16,30,1694190600
2894,2023,9,8,16,32,1694190720
2895,2023,9,8,16,33,1694190780
2896,2023,9,8,16,33,1694190780
2897,2023,9,8,16,35,1694190900
2898,2023,9,8,16,35,1694190900
2899,2023,9,8,16,36,1694190960
2900,2023,9,8,16,40,1694191200
2901,2023,9,8,16,41,1694191260
2902,2023,9,8,16,45,1694191500
2903,2023,9,8,16,45,1694191500
2904,2023,9,8,16,47,1694191620
2905,2023,9,8,16,48,1694191680
2906,2023,9,8,16,49,1694191740
2907,2023,9,8,16,51,1694191860
2908,2023,9,8,16,53,1694191980
2909,2023,9,8,16,54,1694192040
2910,2023,9,8,17,2,1694192520
2911,2023,9,8,17,2,1694192520
2912,2023,9,8,17,6,1694192760
2913,2023,9,8,17,7,1694192820
2914,2023,9,8,17,8,1694192880
2915,2023,9,8,17,9,1694192940
2916,2023,9,8,17,9,1694192940
2917,2023,9,8,17,9,1694192940
2918,2023,9,8,17,10,1694193000
2919,2023,9,8,17,10,1694193000
2920,2023,9,8,17,11,1694193060
2921,2023,9,8,17,14,1694193240
2922,2023,9,8,17,14,1694193240
2923,2023,9,8,17,15,1694193300
2924,2023,9,8,17,15,1694193300
2925,2023,9,8,17,15,1694193300
2926,2023,9,8,17,16,1694193360
2927,2023,9,8,17,18,1694193480
2928,2023,9,8,17,20,1694193600
2929,2023,9,8,17,20,1694193600
2930,2023,9,8,17,20,1694193600
2931,2023,9,8,17,21,1694193660
2932,2023,9,8,17,21,1694193660
2933,2023,9,8,17,24,1694193840
2934,2023,9,8,17,25,1694193900
2935,2023,9,8,17,26,1694193960
2936,2023,9,8,17,28,1694194080
2937,2023,9,8,17,28,1694194080
2938,2023,9,8,17,28,1694194080
2939,2023,9,8,17,29,1694194140
2940,2023,9,8,17,29,1694194140
2941,2023,9,8,17,31,1694194260
2942,2023,9,8,17,31,1694194260
2943,2023,9,8,17,33,1694194380
2944,2023,9,8,17,40,1694194800
2945,2023,9,8,17,41,1694194860
2946,2023,9,8,17,42,1694194920
2947,2023,9,8,17,43,1694194980
2948,2023,9,8,17,48,1694195280
2949,2023,9,8,17,50,1694195400
2950,2023,9,8,17,50,1694195400
2951,2023,9,8,17,50,1694195400
2952,2023,9,8,17,50,1694195400
2953,2023,9,8,17,51,1694195460
2954,2023,9,8,17,52,1694195520
2955,2023,9,8,17,54,1694195640
2956,2023,9,8,17,55,1694195700
2957,2023,9,8,17,57,1694195820
2958,2023,9,8,17,58,1694195880
2959,2023,9,8,17,59,1694195940
2960,2023,9,8,18,0,1694196000
2961,2023,9,8,18,3,1694196180
2962,2023,9,8,18,4,1694196240
2963,2023,9,8,18,4,1694196240
2964,2023,9,8,18,4,1694196240
2965,2023,9,8,18,5,1694196300
2966,2023,9,8,18,5,1694196300
2967,2023,9,8,18,5,1694196300
2968,2023,9,8,18,5,1694196300
2969,2023,9,8,18,6,1694196360
2970,2023,9,8,18,6,1694196360
2971,2023,9,8,18,7,1694196420
2972,2023,9,8,18,8,1694196480
2973,2023,9,8,18,8,1694196480
2974,2023,9,8,18,10,1694196600
2975,2023,9,8,18,13,1694196780
2976,2023,9,8,18,14,1694196840
2977,2023,9,8,18,15,1694196900
2978,2023,9,8,18,15,1694196900
2979,2023,9,8,18,15,1694196900
2980,2023,9,8,18,20,1694197200
2981,2023,9,8,18,20,1694197200
2982,2023,9,8,18,20,1694197200
2983,2023,9,8,18,21,1694197260
2984,2023,9,8,18,22,1694197320
2985,2023,9,8,18,22,1694197320
2986,2023,9,8,18,22,1694197320
2987,2023,9,8,18,22,1694197320
2988,2023,9,8,18,23,1694197380
2989,2023,9,8,18,24,1694197440
2990,2023,9,8,18,24,1694197440
2991,2023,9,8,18,24,1694197440
2992,2023,9,8,18,24,1694197440
2993,2023,9,8,18,25,1694197500
2994,2023,9,8,18,25,1694197500
2995,2023,9,8,18,26,1694197560
2996,2023,9,8,18,27,1694197620
2997,2023,9,8,18,27,1694197620
2998,2023,9,8,18,27,1694197620
2999,2023,9,8,18,29,1694197740
3000,2023,9,8,18,29,1694197740
3001,2023,9,8,18,30,1694197800
3002,2023,9,8,18,32,1694197920
3003,2023,9,8,18,34,1694198040
3004,2023,9,8,18,34,1694198040
3005,2023,9,8,18,35,1694198100
3006,2023,9,8,18,36,1694198160
3007,2023,9,8,18,36,1694198160
3008,2023,9,8,18,37,1694198220
3009,2023,9,8,18,41,1694198460
3010,2023,9,8,18,41,1694198460
3011,2023,9,8,18,45,1694198700
3012,2023,9,8,18,46,1694198760
3013,2023,9,8,18,47,1694198820
3014,2023,9,8,18,48,1694198880
3015,2023,9,8,18,48,1694198880
3016,2023,9,8,18,49,1694198940
3017,2023,9,8,18,50,1694199000
3018,2023,9,8,18,52,1694199120
3019,2023,9,8,18,54,1694199240
3020,2023,9,8,18,55,1694199300
3021,2023,9,8,18,57,1694199420
3022,2023,9,8,19,1,1694199660
3023,2023,9,8,19,2,1694199720
3024,2023,9,8,19,3,1694199780
3025,2023,9,8,19,4,1694199840
3026,2023,9,8,19,4,1694199840
3027,2023,9,8,19,5,1694199900
3028,2023,9,8,19,5,1694199900
3029,2023,9,8,19,5,1694199900
3030,2023,9,8,19,5,1694199900
3031,2023,9,8,19,5,1694199900
3032,2023,9,8,19,8,1694200080
3033,2023,9,8,19,9,1694200140
3034,2023,9,8,19,9,1694200140
3035,2023,9,8,19,10,1694200200
3036,2023,9,8,19,10,1694200200
3037,2023,9,8,19,10,1694200200
3038,2023,9,8,19,10,1694200200
3039,2023,9,8,19,10,1694200200
3040,2023,9,8,19,10,1694200200
3041,2023,9,8,19,13,1694200380
3042,2023,9,8,19,15,1694200500
3043,2023,9,8,19,16,1694200560
3044,2023,9,8,19,17,1694200620
3045,2023,9,8,19,17,1694200620
3046,2023,9,8,19,17,1694200620
3047,2023,9,8,19,19,1694200740
3048,2023,9,8,19,25,1694201100
3049,2023,9,8,19,33,1694201580
3050,2023,9,8,19,36,1694201760
3051,2023,9,8,19,36,1694201760
3052,2023,9,8,19,36,1694201760
3053,2023,9,8,19,40,1694202000
3054,2023,9,8,19,40,1694202000
3055,2023,9,8,19,41,1694202060
3056,2023,9,8,19,42,1694202120
3057,2023,9,8,19,43,1694202180
3058,2023,9,8,19,56,1694202960
3059,2023,9,8,20,0,1694203200
3060,2023,9,8,20,0,1694203200
3061,2023,9,8,20,1,1694203260
3062,2023,9,8,20,3,1694203380
3063,2023,9,8,20,5,1694203500
3064,2023,9,8,20,7,1694203620
3065,2023,9,8,20,7,1694203620
3066,2023,9,8,20,17,1694204220
3067,2023,9,8,20,18,1694204280
3068,2023,9,8,20,20,1694204400
3069,2023,9,8,20,22,1694204520
3070,2023,9,8,20,25,1694204700
3071,2023,9,8,20,30,1694205000
3072,2023,9,8,20,31,1694205060
3073,2023,9,8,20,36,1694205360
3074,2023,9,8,20,36,1694205360
3075,2023,9,8,20,40,1694205600
3076,2023,9,8,20,40,1694205600
3077,2023,9,8,20,45,1694205900
3078,2023,9,8,20,45,1694205900
3079,2023,9,8,20,53,1694206380
3080,2023,9,8,20,54,1694206440
3081,2023,9,8,20,55,1694206500
3082,2023,9,8,21,2,1694206920
3083,2023,9,8,21,2,1694206920
3084,2023,9,8,21,6,1694207160
3085,2023,9,8,21,6,1694207160
3086,2023,9,8,21,10,1694207400
3087,2023,9,8,21,10,1694207400
3088,2023,9,8,21,20,1694208000
3089,2023,9,8,21,24,1694208240
3090,2023,9,8,21,30,1694208600
3091,2023,9,8,21,31,1694208660
3092,2023,9,8,21,33,1694208780
3093,2023,9,8,21,35,1694208900
3094,2023,9,8,21,37,1694209020
3095,2023,9,8,21,41,1694209260
3096,2023,9,8,21,46,1694209560
3097,2023,9,8,21,46,1694209560
3098,2023,9,8,21,58,1694210280
3099,2023,9,8,21,59,1694210340
3100,2023,9,8,22,5,1694210700
3101,2023,9,8,22,6,1694210760
3102,2023,9,8,22,9,1694210940
3103,2023,9,8,22,11,1694211060
3104,2023,9,8,22,16,1694211360
3105,2023,9,8,22,18,1694211480
3106,2023,9,8,22,24,1694211840
3107,2023,9,8,22,25,1694211900
3108,2023,9,8,22,26,1694211960
3109,2023,9,8,22,36,1694212560
3110,2023,9,8,22,37,1694212620
3111,2023,9,8,22,48,1694213280
3112,2023,9,8,22,53,1694213580
3113,2023,9,8,23,1,1694214060
3114,2023,9,8,23,4,1694214240
3115,2023,9,8,23,5,1694214300
3116,2023,9,8,23,9,1694214540
3117,2023,9,8,23,16,1694214960
3118,2023,9,8,23,18,1694215080
3119,2023,9,8,23,28,1694215680
3120,2023,9,8,23,35,1694216100
3121,2023,9,8,23,43,1694216580
3122,2023,9,8,23,48,1694216880
3123,2023,9,8,23,55,1694217300
3124,2023,9,8,23,58,1694217480
3125,2023,9,9,0,10,1694218200
3126,2023,9,9,0,28,1694219280
3127,2023,9,9,0,38,1694219880
3128,2023,9,9,1,9,1694221740
3129,2023,9,9,1,29,1694222940
3130,2023,9,9,1,32,1694223120
3131,2023,9,9,1,41,1694223660
3132,2023,9,9,2,0,1694224800
3133,2023,9,9,3,0,1694228400
3134,2023,9,9,5,11,1694236260
3135,2023,9,9,5,36,1694237760
3136,2023,9,9,5,37,1694237820
3137,2023,9,9,5,47,1694238420
3138,2023,9,9,6,19,1694240340
3139,2023,9,9,6,20,1694240400
3140,2023,9,9,6,22,1694240520
3141,2023,9,9,6,26,1694240760
3142,2023,9,9,6,31,1694241060
3143,2023,9,9,6,53,1694242380
3144,2023,9,9,7,5,1694243100
3145,2023,9,9,7,10,1694243400
3146,2023,9,9,7,18,1694243880
3147,2023,9,9,7,24,1694244240
3148,2023,9,9,7,29,1694244540
3149,2023,9,9,7,35,1694244900
3150,2023,9,9,7,42,1694245320
3151,2023,9,9,7,48,1694245680
3152,2023,9,9,7,52,1694245920
3153,2023,9,9,7,54,1694246040
3154,2023,9,9,7,59,1694246340
3155,2023,9,9,8,0,1694246400
3156,2023,9,9,8,4,1694246640
3157,2023,9,9,8,23,1694247780
3158,2023,9,9,8,28,1694248080
3159,2023,9,9,8,34,1694248440
3160,2023,9,9,8,35,1694248500
3161,2023,9,9,8,38,1694248680
3162,2023,9,9,8,39,1694248740
3163,2023,9,9,8,39,1694248740
3164,2023,9,9,8,45,1694249100
3165,2023,9,9,8,48,1694249280
3166,2023,9,9,8,53,1694249580
3167,2023,9,9,8,59,1694249940
3168,2023,9,9,9,1,1694250060
3169,2023,9,9,9,2,1694250120
3170,2023,9,9,9,25,1694251500
3171,2023,9,9,9,25,1694251500
3172,2023,9,9,9,30,1694251800
3173,2023,9,9,9,32,1694251920
3174,2023,9,9,9,34,1694252040
3175,2023,9,9,9,35,1694252100
3176,2023,9,9,9,41,1694252460
3177,2023,9,9,9,42,1694252520
3178,2023,9,9,9,42,1694252520
3179,2023,9,9,9,45,1694252700
3180,2023,9,9,9,47,1694252820
3181,2023,9,9,9,49,1694252940
3182,2023,9,9,9,52,1694253120
3183,2023,9,9,9,56,1694253360
3184,2023,9,9,10,0,1694253600
3185,2023,9,9,10,0,1694253600
3186,2023,9,9,10,0,1694253600
3187,2023,9,9,10,9,1694254140
3188,2023,9,9,10,13,1694254380
3189,2023,9,9,10,40,1694256000
3190,2023,9,9,10,42,1694256120
3191,2023,9,9,10,47,1694256420
3192,2023,9,9,10,49,1694256540
3193,2023,9,9,10,50,1694256600
3194,2023,9,9,10,52,1694256720
3195,2023,9,9,10,55,1694256900
3196,2023,9,9,10,59,1694257140
3197,2023,9,9,11,0,1694257200
3198,2023,9,9,11,3,1694257380
3199,2023,9,9,11,6,1694257560
3200,2023,9,9,11,11,1694257860
3201,2023,9,9,11,11,1694257860
3202,2023,9,9,11,15,1694258100
3203,2023,9,9,11,16,1694258160
3204,2023,9,9,11,17,1694258220
3205,2023,9,9,11,18,1694258280
3206,2023,9,9,11,19,1694258340
3207,2023,9,9,11,20,1694258400
3208,2023,9,9,11,22,1694258520
3209,2023,9,9,11,22,1694258520
3210,2023,9,9,11,23,1694258580
3211,2023,9,9,11,27,1694258820
3212,2023,9,9,11,30,1694259000
3213,2023,9,9,11,34,1694259240
3214,2023,9,9,11,35,1694259300
3215,2023,9,9,11,36,1694259360
3216,2023,9,9,11,36,1694259360
3217,2023,9,9,11,36,1694259360
3218,2023,9,9,11,37,1694259420
3219,2023,9,9,11,38,1694259480
3220,2023,9,9,11,39,1694259540
3221,2023,9,9,11,43,1694259780
3222,2023,9,9,11,45,1694259900
3223,2023,9,9,11,46,1694259960
3224,2023,9,9,11,50,1694260200
3225,2023,9,9,11,54,1694260440
3226,2023,9,9,11,55,1694260500
3227,2023,9,9,11,56,1694260560
3228,2023,9,9,11,58,1694260680
3229,2023,9,9,11,59,1694260740
3230,2023,9,9,12,0,1694260800
3231,2023,9,9,12,2,1694260920
3232,2023,9,9,12,5,1694261100
3233,2023,9,9,12,5,1694261100
3234,2023,9,9,12,5,1694261100
3235,2023,9,9,12,6,1694261160
3236,2023,9,9,12,6,1694261160
3237,2023,9,9,12,7,1694261220
3238,2023,9,9,12,9,1694261340
