Accident_index,Road_category,Speed_limit,Road_type,Pavement,Road_defect,Signal_type,GPS_X,GPS_Y
1902,6,50,3,1,4,4,120.670992,24.152941
1903,6,50,,,,,120.662135,24.163809
1904,6,30,13,1,4,4,120.579451,24.224126
1905,6,50,,,,,120.651391,24.151605
1906,6,50,,,,,120.709457,24.248458
1907,6,50,,,,,120.590179,24.177376
1908,6,50,4,1,4,1,120.682384,24.171056
1909,6,50,,,,,120.578346,24.221767
1910,6,50,13,1,4,1,120.653761,24.390498
1911,6,50,,,,,120.644829,24.056369
1912,6,50,,,,,120.637933,24.361245
1913,6,30,4,1,4,3,120.701794,24.192045
1914,6,50,,,,,120.597878,24.108256
1915,6,50,3,1,4,4,120.579984,24.170987
1916,6,30,13,1,4,4,120.665678,24.154495
1917,6,70,,,,,120.607003,24.10842
1918,6,30,,,,,120.63957,24.205665
1919,6,50,13,1,4,4,120.663956,24.147995
1920,6,30,,,,,120.674666,24.201286
1921,6,40,,,,,120.535573,24.251242
1922,6,50,,,,,120.672851,24.139886
1923,6,50,3,1,4,4,120.673488,24.170912
1924,6,50,,,,,120.668767,24.060999
1925,6,30,4,1,4,4,120.579755,24.17403
1926,6,30,,,,,120.714063,24.076929
1927,6,50,4,1,4,4,120.665976,24.174268
1928,6,50,,,,,120.557485,24.234001
1929,6,50,,,,,120.673046,24.162749
1930,6,30,3,1,4,4,120.636876,24.138237
1931,6,50,,,,,120.705907,24.104604
1932,6,50,,,,,120.666591,24.150856
1933,6,30,,,,,120.721116,24.103249
1934,6,50,,,,,120.685051,24.155207
1935,6,50,,,,,120.686175,24.161397
1936,6,50,4,1,4,4,120.569983,24.241576
1937,6,50,,,,,120.524347,24.210598
1938,6,50,4,1,4,1,120.638029,24.175602
1939,6,50,3,1,4,4,120.725682,24.250183
1940,6,50,13,1,4,4,120.618607,24.16449
1941,6,40,,,,,120.649532,24.17544
1942,6,50,4,1,4,3,120.668935,24.062436
1943,6,50,,,,,120.635889,24.36224
1944,6,30,5,1,4,1,120.673891,24.173816
1945,6,30,,,,,120.66228,24.125739
1946,6,30,4,1,4,4,120.666464,24.237953
1947,6,40,5,1,4,1,120.665649,24.135153
1948,6,50,,,,,120.616044,24.155962
1949,6,50,4,1,4,2,120.623926,24.149465
1950,6,50,3,1,4,4,120.56798,24.223518
1951,6,1,,,,,120.643772,24.173879
1952,6,50,4,1,4,1,120.646745,24.22264
1953,6,50,,,,,120.561757,24.244419
1954,6,40,13,1,4,4,120.67602,24.144536
1955,6,50,13,1,4,4,120.721043,24.252072
1956,6,30,4,1,4,4,120.638237,24.181805
1957,6,50,,,,,120.646976,24.1708
1958,6,50,,,,,120.653405,24.124716
1959,6,30,,,,,120.725666,24.126244
1960,6,50,4,1,4,4,120.662646,24.13515
1961,6,50,3,1,4,4,120.641181,24.162122
1962,6,40,,,,,120.626722,24.184248
1963,6,30,3,1,4,4,120.690903,24.118362
1964,6,50,,,,,120.698985,24.110062
1965,6,80,10,1,4,4,120.699966,24.116455
1966,6,50,13,1,4,4,120.712576,24.322346
1967,6,50,4,1,4,4,120.553476,24.274692
1968,6,50,4,1,4,1,120.675925,24.141317
1969,6,50,,,,,120.718392,24.247653
1970,6,50,4,1,4,1,120.735567,24.271765
1971,6,50,,,,,120.667106,24.204046
1972,6,50,13,1,4,4,120.683398,24.130347
1973,6,50,3,1,4,4,120.6572,24.168495
1974,6,70,4,1,4,1,120.545687,24.229089
1975,6,50,,,,,120.686104,24.154883
1976,6,50,,,,,120.65367,24.223789
1977,6,40,4,1,4,2,120.639967,24.185145
1978,6,50,3,1,4,2,120.690348,24.123375
1979,6,40,,,,,120.664741,24.176651
1980,6,50,13,1,4,4,120.602594,24.183084
1981,6,50,,,,,120.644543,24.174866
1982,6,50,,,,,120.725296,24.170671
1983,6,50,,,,,120.735912,24.260557
1984,6,50,3,1,4,3,120.694144,24.11164
1985,6,50,,,,,120.621593,24.150808
1986,6,50,4,1,4,2,120.662687,24.126984
1987,6,0,3,4,4,4,120.670523,24.139877
1988,6,50,4,1,4,4,120.649958,24.139453
1989,6,50,,,,,120.698416,24.079899
1990,6,40,,,,,120.643723,24.409404
1991,6,50,,,,,120.674405,24.163163
1992,6,40,,,,,120.642437,24.063132
1993,6,50,,,,,120.702402,24.186517
1994,6,60,,,,,120.665094,24.083138
1995,6,50,13,1,4,4,120.627083,24.347913
1996,6,50,,,,,120.678343,24.139326
1997,6,50,,,,,120.69541,24.087891
1998,6,60,,,,,120.672759,24.102081
1999,6,50,,,,,120.648156,24.102325
2000,6,50,13,1,4,4,120.680656,24.152766
2001,6,50,3,1,4,4,120.727349,24.154719
2002,6,50,4,1,4,4,120.712397,24.125404
2003,6,30,3,1,4,4,120.732047,24.113889
2004,6,50,,,,,120.676949,24.159463
2005,6,50,3,1,4,1,120.658503,24.171588
2006,6,70,,,,,120.615128,24.244076
2007,6,50,,,,,120.656239,24.199625
2008,6,50,4,1,4,2,120.734417,24.148234
2009,6,50,,,,,120.641076,24.167898
2010,6,50,,,,,120.720091,24.157956
2011,6,30,4,1,4,4,120.65215,24.227423
2012,6,30,3,1,4,4,120.686021,24.10576
2013,6,50,5,1,4,1,120.686781,24.210318
2014,6,50,4,1,4,2,120.686556,24.195217
2015,6,40,,,,,120.602042,24.161832
2016,6,50,13,1,4,4,120.574141,24.22405
2017,6,50,,,,,120.553027,24.258425
2018,6,50,,,,,120.684835,24.137697
2019,6,60,,,,,120.643752,24.093188
2020,6,50,4,1,4,4,120.61816,24.351399
2021,6,50,,,,,120.707617,24.142995
2022,6,50,13,1,4,4,120.574061,24.285654
2023,6,50,4,1,4,1,120.720298,24.249344
2024,6,50,,,,,120.646552,24.147753
2025,6,50,4,1,4,4,120.64243,24.180029
2026,6,40,,,,,120.67253,24.131787
2027,6,60,13,1,4,4,120.709856,24.235521
2028,6,50,3,1,4,4,120.676898,24.145395
2029,6,50,3,1,4,1,120.672565,24.168787
2030,6,50,,,,,120.721662,24.11679
2031,6,50,,,,,120.644922,24.165245
2032,6,40,,,,,120.7071,24.129128
2033,6,50,,,,,120.657127,24.200899
2034,6,40,4,1,4,1,120.593044,24.183185
2035,6,50,,,,,120.671824,24.172678
2036,6,30,,,,,120.709493,24.099779
2037,6,50,13,1,4,4,120.681259,24.145824
2038,6,50,4,1,4,1,120.655131,24.15079
2039,6,80,,,,,120.721234,24.179782
2040,6,50,,,,,120.633414,24.108148
2041,6,50,4,1,4,2,120.692395,24.139415
2042,6,50,5,1,4,1,120.688981,24.239322
2043,6,50,,,,,120.549382,24.274466
2044,6,40,,,,,120.57031,24.236502
2045,6,30,3,1,4,4,120.680462,24.240695
2046,6,50,5,1,4,1,120.70612,24.250038
2047,6,30,3,1,4,4,120.669719,24.237541
2048,6,80,,,,,120.689285,24.061299
2049,6,80,,,,,120.690704,24.098029
2050,6,50,3,1,4,1,120.733183,24.150526
2051,6,40,3,1,4,4,120.563567,24.205569
2052,6,50,,,,,120.655603,24.136098
2053,6,40,4,1,4,4,120.523174,24.223495
2054,6,50,,,,,120.653232,24.166957
2055,6,40,,,,,120.662483,24.069668
2056,6,50,4,1,4,4,120.719722,24.149926
2057,6,70,,,,,120.62019,24.117782
2058,6,30,4,1,4,4,120.612538,24.196131
2059,6,50,,,,,120.694672,24.16561
2060,6,50,,,,,120.560124,24.20943
2061,6,50,4,1,4,1,120.654598,24.156856
2062,6,50,3,1,4,4,120.664371,24.096798
2063,6,50,,,,,120.710239,24.207782
2064,6,50,,,,,120.703049,24.140244
2065,6,50,,,,,120.688553,24.09407
2066,6,50,,,,,120.636493,24.10423
2067,6,30,4,1,4,4,120.688258,24.162597
2068,6,50,,,,,120.653234,24.121869
2069,6,50,13,1,4,1,120.646629,24.140096
2070,6,50,3,1,4,4,120.662076,24.196115
2071,6,60,,,,,120.694528,24.050412
2072,6,80,,,,,120.685014,24.05538
2073,6,40,,,,,120.685089,24.161558
2074,6,50,13,1,4,4,120.663172,24.161821
2075,6,60,,,,,120.668652,24.104059
2076,6,50,3,1,4,1,120.647774,24.166957
2077,6,50,4,1,4,1,120.580198,24.171735
2078,6,60,,,,,120.546322,24.2778
2079,6,50,,,,,120.705929,24.215525
2080,6,30,13,1,4,2,120.642921,24.187345
2081,6,60,,,,,120.69391,24.049283
2082,6,50,3,1,4,4,120.671784,24.117292
2083,6,40,,,,,120.632463,24.170946
2084,6,50,4,1,4,4,120.695363,24.101379
2085,6,50,,,,,120.642512,24.146761
2086,6,50,,,,,120.670239,24.113306
2087,6,50,,,,,120.671784,24.117292
2088,6,50,13,1,4,4,120.577269,24.22346
2089,6,50,13,1,4,4,120.653495,24.122737
2090,6,50,4,1,4,1,120.53813,24.247321
2091,6,50,,,,,120.672687,24.167981
2092,6,50,13,1,4,4,120.649349,24.118874
2093,6,50,,,,,120.566169,24.23481
2094,6,30,3,1,4,4,120.740445,24.274109
2095,6,50,4,1,4,1,120.657127,24.200899
2096,6,80,,,,,120.654805,24.198968
2097,6,50,,,,,120.655135,24.150315
2098,6,40,13,1,4,4,120.603266,24.15345
2099,6,80,,,,,120.654704,24.199204
2100,6,40,,,,,120.559632,24.26476
2101,6,50,4,1,4,2,120.678686,24.159138
2102,6,40,,,,,120.647713,24.07688
2103,6,50,,,,,120.72183,24.253208
2104,6,50,4,1,4,1,120.652363,24.114578
2105,6,50,13,1,4,4,120.682197,24.166958
2106,6,50,4,1,4,1,120.651201,24.166899
2107,6,50,,,,,120.733183,24.150526
2108,6,50,4,1,4,4,120.639601,24.214664
2109,6,50,,,,,120.710387,24.181354
2110,6,50,3,1,4,4,120.69957,24.090657
2111,6,50,3,1,4,4,120.825647,24.260679
2112,6,50,,,,,120.721783,24.257307
2113,6,40,,,,,120.684062,24.131576
2114,6,50,,,,,120.68344,24.181782
2115,6,80,,,,,120.612796,24.102885
2116,6,50,,,,,120.616508,24.182689
2117,6,50,4,1,4,1,120.657463,24.327796
2118,6,50,4,1,4,4,120.724648,24.167369
2119,6,60,,,,,120.699037,24.072983
2120,6,50,4,1,4,1,120.68134,24.152752
2121,6,50,,,,,120.68996,24.175476
2122,6,50,,,,,120.690494,24.192772
2123,6,50,4,1,4,4,120.709032,24.078362
2124,6,50,3,1,4,4,120.719151,24.130807
2125,6,50,,,,,120.534026,24.261602
2126,6,50,,,,,120.695611,24.103937
2127,6,50,3,1,4,4,120.654585,24.138908
2128,6,50,13,1,4,4,120.613395,24.149039
2129,6,50,3,1,4,4,120.67403,24.161622
2130,6,30,4,1,4,4,120.681528,24.137225
2131,6,50,13,1,4,4,120.584579,24.183462
2132,6,50,,,,,120.703586,24.169705
2133,6,50,13,1,4,4,120.637471,24.149263
2134,6,50,4,1,4,2,120.635375,24.182006
2135,6,50,4,1,4,1,120.52199,24.216412
2136,6,50,,,,,120.580198,24.171735
2137,6,50,4,1,4,4,120.672838,24.148436
2138,6,50,4,1,4,1,120.660187,24.140158
2139,6,50,13,1,4,4,120.691668,24.157646
2140,6,80,,,,,120.722407,24.188922
2141,6,50,,,,,120.684368,24.153997
2142,6,50,13,1,4,4,120.701102,24.135595
2143,6,80,,,,,120.716926,24.155321
2144,6,50,3,1,4,4,120.654585,24.138908
2145,6,40,13,1,4,4,120.698617,24.175995
2146,6,30,,,,,120.664775,24.184107
2147,6,1,,,,,120.614593,24.183081
2148,6,40,,,,,120.730897,24.258334
2149,6,50,,,,,120.692824,24.072678
2150,6,50,4,1,4,1,120.72191,24.149247
2151,6,50,13,1,4,1,120.698913,24.168113
2152,6,50,13,1,4,1,120.657934,24.230606
2153,6,50,,,,,120.695208,24.141603
2154,6,30,4,1,4,4,120.680994,24.17446
2155,6,50,,,,,120.669736,24.120054
2156,6,50,3,1,4,4,120.654088,24.170309
2157,6,50,,,,,120.610248,24.185813
2158,6,50,,,,,120.617001,24.184058
2159,6,50,,,,,120.52801,24.258957
2160,6,50,,,,,120.730017,24.25049
2161,6,50,13,1,4,4,120.653753,24.122876
2162,6,50,13,1,4,4,120.707715,24.141818
2163,6,60,13,1,4,4,120.641076,24.167898
2164,6,50,,,,,120.69432,24.156811
2165,6,40,4,1,4,3,120.564279,24.236543
2166,6,50,4,1,4,2,120.661782,24.132138
2167,6,50,,,,,120.543847,24.18073
2168,6,70,,,,,120.593426,24.182927
2169,6,50,4,1,4,2,120.678305,24.136395
2170,6,50,,,,,120.687873,24.15582
2171,6,50,,,,,120.614123,24.183851
2172,6,50,4,1,4,1,120.70056,24.178463
2173,6,50,3,1,4,4,120.674711,24.142626
2174,6,50,4,1,4,2,120.682192,24.1401
2175,6,50,4,1,4,1,120.721755,24.272976
2176,6,50,13,1,4,4,120.687489,24.14969
2177,6,50,3,1,4,4,120.718381,24.25202
2178,6,50,,,,,120.686626,24.197848
2179,6,50,,,,,120.652774,24.144579
2180,6,30,3,1,4,4,120.722368,24.312477
2181,6,50,,,,,120.647815,24.166966
2182,6,50,4,1,4,1,120.637217,24.173469
2183,6,50,,,,,120.639774,24.149695
2184,6,50,13,1,4,4,120.67705,24.173069
2185,6,30,13,1,4,4,120.650721,24.220955
2186,6,50,13,1,4,4,120.701293,24.142413
2187,6,50,,,,,120.627652,24.139185
2188,6,50,13,1,4,4,120.68223,24.165538
2189,6,50,4,1,4,1,120.521797,24.216549
2190,6,60,,,,,120.706119,24.220546
2191,6,30,,,,,120.686484,24.15282
2192,6,50,4,1,4,1,120.620657,24.350555
2193,6,50,,,,,120.628443,24.205996
2194,6,50,4,1,4,1,120.635768,24.182433
2195,6,30,,,,,120.675834,24.127561
2196,6,50,,,,,120.628228,24.140179
2197,6,40,13,1,4,4,120.553882,24.274968
2198,6,60,,,,,120.705022,24.207144
2199,6,50,3,1,4,4,120.67624,24.173921
2200,6,50,3,1,4,4,120.686616,24.160965
2201,6,40,3,1,4,4,120.626441,24.179374
2202,6,50,,,,,120.653023,24.153543
2203,6,50,,,,,120.651183,24.160381
2204,6,50,3,1,4,4,120.70081,24.146961
2205,6,30,13,1,4,4,120.647219,24.182051
2206,6,80,7,1,4,4,120.657128,24.200575
2207,6,50,4,1,4,4,120.717953,24.249731
2208,6,40,,,,,120.615268,24.182938
2209,6,50,4,1,4,1,120.668289,24.16874
2210,6,50,,,,,120.664979,24.173772
2211,6,50,13,1,4,2,120.625972,24.143013
2212,6,50,,,,,120.593443,24.189757
2213,6,50,13,1,4,2,120.652513,24.159438
2214,6,50,4,1,4,2,120.68509,24.142702
2215,6,40,13,1,4,1,120.575288,24.247375
2216,6,50,4,1,4,1,120.724915,24.24882
2217,6,50,,,,,120.696797,24.06308
2218,6,50,,,,,120.70782,24.181626
2219,6,50,,,,,120.558591,24.234991
2220,6,50,,,,,120.681599,24.15558
2221,6,50,,,,,120.806846,24.255865
2222,6,50,3,1,4,1,120.665666,24.18275
2223,6,50,4,1,4,2,120.664298,24.150856
2224,6,50,3,1,4,4,120.726802,24.14992
2225,6,50,,,,,120.691606,24.182698
2226,6,60,5,1,4,2,120.62734,24.10404
2227,6,50,4,1,4,4,120.680973,24.162492
2228,6,50,3,1,4,4,120.690564,24.178044
2229,6,50,,,,,120.645361,24.192466
2230,6,,,,,,120.620613,24.187611
2231,6,50,,,,,120.725301,24.134232
2232,6,50,5,1,4,1,120.669801,24.150724
2233,6,50,4,1,4,1,120.674253,24.137318
2234,6,50,13,1,4,4,120.733469,24.167924
2235,6,50,,,,,120.63882,24.172066
2236,6,50,3,1,4,3,120.714744,24.24597
2237,6,50,4,1,4,4,120.619802,24.346472
2238,6,50,13,1,4,4,120.655648,24.238058
2239,6,50,4,1,4,3,120.641356,24.134848
2240,6,50,13,1,4,4,120.685859,24.180551
2241,6,50,,,,,120.64936,24.172915
2242,6,50,4,1,4,1,120.719236,24.159415
2243,6,50,4,1,4,2,120.667475,24.179689
2244,6,50,,,,,120.646495,24.130447
2245,6,50,4,1,4,2,120.645458,24.175895
2246,6,50,4,1,4,2,120.659687,24.157317
2247,6,40,,,,,120.683975,24.109906
2248,6,50,4,1,4,4,120.727811,24.141403
2249,6,50,3,1,4,4,120.73066,24.17259
2250,6,80,,,,,120.721233,24.177674
2251,6,50,3,1,4,4,120.743263,24.255517
2252,6,50,3,1,4,3,120.779553,24.275332
2253,6,50,,,,,120.721811,24.181854
2254,6,50,,,,,120.685179,24.166991
2255,6,50,4,1,4,4,120.683099,24.131563
2256,6,50,3,1,4,1,120.682261,24.152422
2257,6,50,4,1,4,1,120.672769,24.135858
2258,6,50,,,,,120.606364,24.187698
2259,6,50,4,1,4,4,120.524018,24.215594
2260,6,50,13,1,4,4,120.709491,24.203544
2261,6,70,13,1,4,4,120.540901,24.212129
2262,6,50,13,1,4,4,120.566731,24.268388
2263,6,50,5,1,4,1,120.61221,24.150544
2264,6,60,,,,,120.571057,24.235018
2265,6,40,13,1,4,4,120.601054,24.110288
2266,6,30,,,,,120.676181,24.201365
2267,6,50,5,1,4,1,120.678857,24.157171
2268,6,50,4,1,4,4,120.655733,24.171809
2269,6,50,,,,,120.624952,24.106318
2270,6,50,3,1,4,4,120.57387,24.28905
2271,6,30,4,1,4,4,120.715293,24.25303
2272,6,50,,,,,120.603027,24.159499
2273,6,50,,,,,120.695072,24.147368
2274,6,40,,,,,120.612816,24.10305
2275,6,50,,,,,120.557693,24.278356
2276,6,50,4,1,4,2,120.721033,24.17494
2277,6,50,13,1,4,1,120.668095,24.162861
2278,6,60,13,1,4,4,120.529686,24.235637
2279,6,10,18,5,4,4,120.888616,24.174119
2280,6,50,,,,,120.700802,24.21373
2281,6,40,,,,,120.686933,24.093693
2282,6,50,3,1,4,4,120.696524,24.091627
2283,6,30,3,1,4,4,120.550834,24.119804
2284,6,50,13,1,4,4,120.606489,24.189992
2285,6,30,,,,,120.702971,24.08911
2286,6,50,,,,,120.542981,24.266381
2287,6,50,4,1,4,4,120.618228,24.346211
2288,6,50,4,1,4,4,120.626475,24.374942
2289,6,50,3,1,4,4,120.678618,24.240485
2290,6,40,3,1,4,4,120.611231,24.184667
2291,6,30,,,,,120.707735,24.199454
2292,6,30,,,,,120.714584,24.23499
2293,6,50,,,,,120.660181,24.147858
2294,6,50,,,,,120.649945,24.134819
2295,6,50,,,,,120.640799,24.15466
2296,6,30,4,1,4,4,120.518058,24.217798
2297,6,30,3,1,4,4,120.601222,24.216084
2298,6,50,,,,,120.688896,24.101675
2299,6,50,,,,,120.689494,24.241107
2300,6,50,,,,,120.695286,24.141664
2301,6,40,3,1,4,4,120.664762,24.092318
2302,6,50,,,,,120.648294,24.167899
2303,6,50,4,1,4,1,120.696571,24.054824
2304,6,30,,,,,120.523822,24.247755
2305,6,50,,,,,120.627128,24.181306
2306,6,50,3,1,4,4,120.698098,24.109123
2307,6,50,,,,,120.648263,24.155605
2308,6,50,4,1,4,1,120.674359,24.142841
2309,6,50,4,1,4,1,120.620854,24.13999
2310,6,50,,,,,120.688313,24.102595
2311,6,50,4,1,4,1,120.657907,24.184642
2312,6,50,4,1,4,3,120.711231,24.30618
2313,6,50,,,,,120.637979,24.180788
2314,6,30,13,1,4,4,120.725975,24.266761
2315,6,50,,,,,120.684739,24.165688
2316,6,40,,,,,120.671825,24.132553
2317,6,50,,,,,120.650016,24.211628
2318,6,50,,,,,120.704777,24.239626
2319,6,50,4,1,4,1,120.623242,24.140179
2320,6,50,3,1,4,4,120.682299,24.107759
2321,6,50,,,,,120.621967,24.173741
2322,6,50,13,1,4,4,120.681194,24.126676
2323,6,50,,,,,120.635134,24.144113
2324,6,50,,,,,120.700509,24.178326
2325,6,50,13,1,4,1,120.649796,24.162755
2326,6,80,,,,,120.634695,24.179346
2327,6,80,,,,,120.68724,24.057871
2328,6,50,,,,,120.673004,24.167469
2329,6,30,,,,,120.694167,24.114116
2330,6,50,,,,,120.620783,24.18396
2331,6,30,,,,,120.548653,24.142007
2332,6,30,,,,,120.679295,24.204473
2333,6,50,,,,,120.633739,24.17002
2334,6,50,,,,,120.628721,24.111724
2335,6,30,13,1,4,4,120.683189,24.162355
2336,6,60,,,,,120.557143,24.212366
2337,6,50,,,,,120.637433,24.177181
2338,6,50,13,1,4,4,120.676536,24.139514
2339,6,30,18,1,4,4,120.649796,24.162755
2340,6,60,,,,,120.80991,24.282526
2341,6,50,4,1,4,4,120.673242,24.148836
2342,6,50,,,,,120.718746,24.250775
2343,6,50,,,,,120.699478,24.194369
2344,6,50,,,,,120.692546,24.162367
2345,6,30,,,,,120.525215,24.179707
2346,6,50,,,,,120.728686,24.150141
2347,6,40,,,,,120.703581,24.253196
2348,6,50,,,,,120.691936,24.157558
2349,6,50,4,1,4,4,120.644941,24.137958
2350,6,50,,,,,120.685233,24.158728
2351,6,30,,,,,120.630053,24.162921
2352,6,50,3,1,4,4,120.702502,24.208005
2353,6,50,,,,,120.623241,24.137107
2354,6,40,4,1,4,1,120.719034,24.162008
2355,6,60,13,1,4,4,120.703516,24.201759
2356,6,30,12,1,4,4,120.808065,24.095749
2357,6,40,,,,,120.677467,24.152198
2358,6,30,13,1,4,4,120.672762,24.201439
2359,6,30,,,,,120.533216,24.246168
2360,6,50,,,,,120.700991,24.088746
2361,6,50,4,1,4,1,120.715228,24.111136
2362,6,40,4,1,4,1,120.662997,24.059765
2363,6,40,13,1,4,4,120.653052,24.090248
2364,6,50,,,,,120.653082,24.11535
2365,6,50,13,1,4,4,120.580214,24.213164
2366,6,40,13,1,4,4,120.565909,24.238734
2367,6,50,4,1,4,4,120.721804,24.117074
2368,6,50,,,,,120.560788,24.2414
2369,6,50,,,,,120.687145,24.13388
2370,6,60,13,1,4,4,120.703195,24.19812
2371,6,50,4,1,4,1,120.68669,24.163115
2372,6,50,3,1,4,4,120.661684,24.135837
2373,6,50,,,,,120.643858,24.082361
2374,6,50,,,,,120.657519,24.159385
2375,6,50,4,1,4,4,120.541691,24.251434
2376,6,40,13,1,4,4,120.681245,24.171019
2377,6,50,4,1,4,4,120.681959,24.175606
2378,6,50,13,1,4,4,120.619038,24.182964
2379,6,50,,,,,120.685109,24.168051
2380,6,50,,,,,120.57226,24.155571
2381,6,50,3,1,4,4,120.639321,24.147181
2382,6,50,13,1,4,4,120.663992,24.127934
2383,6,40,13,1,4,4,120.66358,24.186852
2384,6,50,,,,,120.531665,24.268897
2385,6,50,,,,,120.671623,24.171919
2386,6,50,,,,,120.55378,24.133353
2387,6,50,4,1,4,4,120.640653,24.132081
2388,6,50,,,,,120.652653,24.175986
2389,6,50,3,1,4,4,120.700082,24.087147
2390,6,50,4,1,4,1,120.682659,24.166998
2391,6,50,,,,,120.70189,24.08599
2392,6,50,4,1,4,4,120.706045,24.143293
2393,6,50,4,1,4,1,120.645462,24.148804
2394,6,30,,,,,120.62,24.134192
2395,6,50,,,,,120.5522,24.215276
2396,6,50,,,,,120.676646,24.16724
2397,6,50,4,1,4,1,120.671811,24.119156
2398,6,50,,,,,120.635989,24.169183
2399,6,50,,,,,120.714352,24.251736
2400,6,40,4,1,4,1,120.661548,24.323662
2401,6,30,4,1,4,4,120.545695,24.221085
2402,6,40,,,,,120.68661,24.170692
2403,6,50,,,,,120.5926,24.181542
2404,6,30,,,,,120.678897,24.152744
2405,6,30,,,,,120.687951,24.04306
2406,6,50,,,,,120.617228,24.349817
2407,6,30,11,1,4,4,120.804342,24.292485
2408,6,50,,,,,120.598953,24.148227
2409,6,50,4,1,4,2,120.696208,24.183202
2410,6,50,,,,,120.675979,24.200737
2411,6,50,,,,,120.558889,24.238161
2412,6,50,3,1,4,1,120.719348,24.097766
2413,6,50,3,1,4,1,120.65905,24.171163
2414,6,40,,,,,120.650429,24.106569
2415,6,50,,,,,120.624546,24.346309
2416,6,50,,,,,120.638482,24.169172
2417,6,50,,,,,120.679133,24.078667
2418,6,50,4,1,4,2,120.692013,24.182689
2419,6,50,4,1,4,1,120.620195,24.187171
2420,6,50,4,1,4,2,120.62267,24.140394
2421,6,50,,,,,120.644316,24.086
2422,6,40,,,,,120.640438,24.165786
2423,6,50,4,1,4,1,120.636206,24.146717
2424,6,50,3,1,4,1,120.698785,24.170178
2425,6,40,,,,,120.67871,24.169943
2426,6,30,,,,,120.555187,24.238139
2427,6,50,3,1,4,4,120.635007,24.166184
2428,6,40,,,,,120.623019,24.143061
2429,6,50,4,1,4,1,120.67894,24.138827
2430,6,50,,,,,120.678635,24.159191
2431,6,50,,,,,120.657099,24.138875
2432,6,50,,,,,120.627302,24.184046
2433,6,50,,,,,120.545406,24.192016
2434,6,50,,,,,120.577475,24.118433
2435,6,50,4,1,2,2,120.633937,24.106474
2436,6,50,4,1,4,4,120.634948,24.424789
2437,6,30,3,1,4,4,120.665886,24.120857
2438,6,50,13,1,4,4,120.690888,24.16448
2439,6,50,4,1,4,1,120.660483,24.116826
2440,6,50,,,,,120.581009,24.222031
2441,6,60,13,1,4,4,120.640882,24.10884
2442,6,50,,,,,120.655149,24.157461
2443,6,50,13,1,4,4,120.599681,24.255124
2444,6,1,,,,,120.614657,24.242111
2445,6,50,,,,,120.649528,24.139863
2446,6,50,,,,,120.698819,24.24893
2447,6,50,,,,,120.663857,24.176271
2448,6,50,,,,,120.709599,24.202568
2449,6,50,3,1,4,4,120.690852,24.171974
2450,6,50,,,,,120.655457,24.115199
2451,6,50,13,1,4,4,120.642954,24.140379
2452,6,50,,,,,120.640803,24.16505
2453,6,30,4,1,4,3,120.571809,24.279351
2454,6,50,,,,,120.644164,24.201417
2455,6,50,4,1,4,2,120.646456,24.12953
2456,6,50,,,,,120.61978,24.180941
2457,6,50,,,,,120.680227,24.172688
2458,6,50,,,,,120.585681,24.185796
2459,6,50,,,,,120.72066,24.176011
2460,6,50,,,,,120.721094,24.162136
2461,6,50,13,1,4,4,120.703437,24.095709
2462,6,50,,,,,120.679911,24.10929
2463,6,50,,,,,120.698079,24.168528
2464,6,50,4,1,4,4,120.695393,24.172837
2465,6,30,,,,,120.693337,24.143667
2466,6,30,,,,,120.563987,24.251834
2467,6,30,,,,,120.705963,24.274769
2468,6,50,,,,,120.719131,24.250355
2469,6,50,,,,,120.675787,24.144311
2470,6,50,,,,,120.691576,24.162764
2471,6,50,,,,,120.694423,24.14277
2472,6,50,,,,,120.710055,24.122776
2473,6,50,,,,,120.680672,24.143249
2474,6,50,13,1,4,3,120.668178,24.156468
2475,6,50,,,,,120.727303,24.166697
2476,6,50,,,,,120.605225,24.163572
2477,6,50,4,1,4,4,120.718566,24.113739
2478,6,30,,,,,120.66067,24.15329
2479,6,50,,,,,120.691408,24.159105
2480,6,50,,,,,120.649858,24.163194
2481,6,50,,,,,120.703498,24.091858
2482,6,50,,,,,120.610911,24.138362
2483,6,50,4,1,4,3,120.548034,24.249743
2484,6,50,13,1,4,4,120.573016,24.229871
2485,6,40,4,1,4,4,120.663973,24.087042
2486,6,50,,,,,120.70019,24.075004
2487,6,50,,,,,120.677272,24.149341
2488,6,30,11,1,4,4,120.706846,24.092192
2489,6,50,4,1,4,1,120.67777,24.129335
2490,6,50,,,,,120.680976,24.163174
2491,6,50,3,1,4,4,120.734447,24.259844
2492,6,50,,,,,120.676949,24.159463
2493,6,50,13,1,4,4,120.560458,24.23791
2494,6,50,13,1,4,4,120.650617,24.15105
2495,6,70,4,1,4,1,120.648582,24.376594
2496,6,30,13,1,4,4,120.545967,24.151408
2497,6,50,5,1,4,2,120.719133,24.248088
2498,6,50,4,1,4,1,120.60449,24.173645
2499,6,50,,,,,120.603471,24.173153
2500,6,40,13,1,4,4,120.554481,24.219251
2501,6,40,4,1,4,1,120.666927,24.153191
2502,6,50,,,,,120.623435,24.352175
2503,6,30,11,1,4,4,120.715768,24.313768
2504,6,50,3,1,4,1,120.627748,24.346823
2505,6,50,,,,,120.711711,24.250717
2506,6,70,3,1,4,4,120.548818,24.237056
2507,6,50,3,1,4,4,120.716509,24.307572
2508,6,50,,,,,120.72153,24.182207
