Accident_index,Climate,Light,Road_condition,Protective_equipement,Action_status,Drinking_situation,Impact_site,Run_away
2992,5,1,4,3,9,2,1,1
2993,5,2,4,3,9,1,1,1
2994,5,,,,,1,,1
2995,5,,,,,2,,1
2996,5,1,4,2,9,2,11,1
2997,5,1,4,3,6,2,8,1
2998,7,,,,,2,,1
2999,5,,,,,2,,1
3000,7,1,5,3,5,2,2,1
3001,5,1,4,1,9,2,12,1
3002,5,,,,,2,,1
3003,5,1,4,,,2,,1
3004,5,,,,,1,,1
3005,5,1,4,1,9,2,11,1
3006,7,,,,,1,,1
3007,5,1,4,1,9,2,11,1
3008,5,,,,,2,,1
3009,5,3,4,1,6,2,11,1
3010,5,1,4,1,9,2,13,1
3011,5,,,,,1,,1
3012,5,1,4,2,9,2,11,1
3013,5,,,,,1,,1
3014,5,,,,,1,,1
3015,7,1,5,1,6,2,12,1
3016,5,1,4,3,9,2,5,1
3017,5,1,4,5,6,2,16,1
3018,5,,,,,11,,1
3019,5,3,4,2,6,2,12,1
3020,5,,,,,2,,1
3021,5,,,,,1,,1
3022,5,1,4,1,15,2,11,1
3023,5,,,,,2,,1
3024,7,,,,,2,,1
3025,5,,,,,2,,1
3026,7,,,,,2,,1
3027,5,1,4,5,6,2,12,1
3028,7,,,,,1,,1
3029,5,1,4,3,12,2,16,1
3030,5,,,,,1,,1
3031,5,1,4,1,6,2,13,1
3032,5,,,,,1,,1
3033,5,1,4,6,16,10,17,1
3034,5,2,4,1,9,9,11,1
3035,5,,,,,1,,1
3036,5,,,,,1,,1
3037,5,,,,,9,,1
3038,5,,,,,1,,1
3039,5,,,,,,,1
3040,7,,,,,2,,1
3041,7,1,5,3,9,2,5,1
3042,5,1,4,5,6,2,12,1
3043,5,,,,,2,,1
3044,5,,,,,2,,1
3045,5,,,,,2,,1
3046,7,,,,,2,,1
3047,6,1,5,,,2,,1
3048,7,1,5,1,8,2,14,1
3049,5,,,,,2,,1
3050,5,,,,,1,,1
3051,5,,,,,1,,1
3052,7,1,5,3,9,2,1,1
3053,5,1,4,1,7,2,12,1
3054,7,1,5,1,9,2,14,1
3055,5,1,4,,,2,,1
3056,5,3,4,5,11,2,1,1
3057,7,3,5,2,9,2,11,1
3058,5,1,4,,,1,,1
3059,5,,,,,2,,1
3060,5,,,,,2,,1
3061,5,1,4,1,9,2,16,1
3062,5,,,,,2,,1
3063,5,1,4,2,12,2,16,1
3064,5,,,,,1,,1
3065,7,1,5,,,2,,1
3066,7,1,5,1,9,2,11,1
3067,5,1,4,2,6,2,12,1
3068,7,1,5,3,9,2,1,1
3069,5,3,4,5,5,2,2,1
3070,5,,,,,2,,1
3071,5,,,,,1,,1
3072,7,1,5,3,9,2,1,1
3073,5,,,,,1,,1
3074,7,,,,,2,,1
3075,5,1,4,5,6,2,8,1
3076,7,1,5,2,9,2,11,1
3077,6,1,4,1,9,2,11,1
3078,7,,,,,2,,1
3079,7,,,,,1,,1
3080,7,1,5,3,5,2,5,1
3081,7,3,5,1,9,2,11,1
3082,5,1,4,1,9,2,14,1
3083,7,,,,,1,,1
3084,5,,,,,2,,1
3085,5,,,,,2,,1
3086,7,,,,,,,2
3087,6,1,5,1,1,2,13,1
3088,7,,,,,2,,1
3089,7,,,,,2,,1
3090,7,3,5,1,9,2,11,1
3091,7,,,,,2,,1
3092,6,1,4,1,9,8,12,1
3093,5,,,,,2,,1
3094,5,,,,,1,,1
3095,7,,,,,2,,1
3096,6,,,,,2,,1
3097,7,1,5,3,2,2,3,1
3098,5,1,4,5,6,2,8,1
3099,5,1,4,,,1,,1
3100,5,,,,,1,,1
3101,5,1,4,1,9,2,11,1
3102,6,1,4,2,9,2,14,1
3103,6,1,5,,,1,,1
3104,6,1,4,1,9,2,14,1
3105,7,,,,,1,,1
3106,5,1,4,,,1,,1
3107,7,,,,,1,,1
3108,5,1,4,3,6,2,2,1
3109,7,,,,,2,,1
3110,7,,,,,2,,1
3111,7,,,,,1,,1
3112,7,,,,,2,,1
3113,7,,,,,1,,1
3114,7,,,,,2,,1
3115,7,,,,,2,,1
3116,7,,,,,2,,1
3117,7,1,5,3,3,2,6,1
3118,7,,,,,2,,1
3119,6,1,4,,,,,1
3120,6,,,,,2,,1
3121,7,,,,,2,,1
3122,6,,,,,1,,1
3123,7,,,,,2,,1
3124,7,1,5,1,9,2,14,1
3125,7,3,5,5,9,2,11,1
3126,6,3,4,5,9,2,11,1
3127,6,1,5,2,9,2,11,1
3128,5,1,4,1,9,2,12,1
3129,5,,,,,2,,1
3130,5,1,4,4,8,2,8,1
3131,6,,,,,1,,1
3132,5,1,4,2,6,2,14,1
3133,5,,,,,8,,1
3134,7,1,4,2,9,2,11,1
3135,7,2,4,1,5,2,12,1
3136,7,1,5,5,6,2,1,1
3137,7,,,,,2,,1
3138,7,2,5,3,5,9,6,1
3139,7,2,5,1,9,2,11,1
3140,7,,,,,1,,1
3141,7,2,5,1,9,9,16,1
3142,7,3,5,3,1,7,4,1
3143,7,,,,,1,,1
3144,7,3,5,1,9,2,11,2
3145,7,3,5,1,9,2,12,1
3146,7,,,,,9,,1
3147,7,,,,,1,,1
3148,7,,,,,2,,1
3149,7,2,5,,,2,,1
3150,7,1,5,,,2,,1
3151,7,2,5,1,9,2,11,1
3152,7,,,,,2,,1
3153,7,2,5,3,11,1,2,1
3154,7,2,5,1,1,2,14,1
3155,7,,,,,1,,1
3156,7,2,5,2,4,2,14,1
3157,7,,,,,1,,1
3158,7,,,,,2,,1
3159,7,,,,,2,,1
3160,7,2,5,3,11,2,2,1
3161,7,,,,,1,,1
3162,7,3,5,2,9,2,12,1
3163,7,2,5,3,6,2,5,1
3164,7,2,5,2,11,2,11,1
3165,7,,,,,2,,1
3166,7,,,,,1,,1
3167,7,3,5,2,9,2,12,1
3168,7,3,5,2,9,2,14,1
3169,7,,,,,2,,1
3170,7,2,5,3,5,2,5,1
3171,7,,,,,2,,1
3172,7,,,,,2,,1
3173,7,2,5,5,9,2,11,1
3174,7,,,,,2,,1
3175,7,,,,,1,,1
3176,7,2,5,1,9,1,11,1
3177,7,,,,,2,,1
3178,7,2,5,3,5,2,2,1
3179,7,,,,,2,,1
3180,7,2,5,1,9,2,11,1
3181,7,2,5,2,9,2,14,1
3182,7,,,,,2,,1
3183,7,,,,,2,,1
3184,7,2,5,,,2,,1
3185,7,,,,,1,,1
3186,7,3,5,2,11,1,11,1
3187,7,2,5,1,5,2,12,1
3188,7,2,5,1,6,2,14,1
3189,7,2,5,3,9,2,8,1
3190,7,,,,,1,,1
3191,7,,,,,2,,1
3192,7,,,,,11,,1
3193,7,,,,,1,,1
3194,7,1,5,1,9,2,14,1
3195,7,3,5,2,9,2,14,1
3196,7,2,5,1,4,2,14,1
3197,7,2,5,1,9,2,11,1
3198,7,,,,,2,,1
3199,7,,,,,1,,1
3200,7,3,5,2,6,2,12,1
3201,7,,,,,,,1
3202,7,,,,,1,,1
3203,7,3,5,3,5,2,2,1
3204,7,2,5,2,9,2,12,1
3205,7,2,5,3,5,2,2,1
3206,7,,,,,2,,1
3207,6,2,5,,,1,,1
3208,7,,,,,1,,1
3209,7,,,,,2,,1
3210,7,,,,,1,,1
3211,7,2,5,5,9,2,16,1
3212,7,,,,,2,,1
3213,7,,,,,2,,1
3214,7,2,5,,,2,,1
3215,7,3,5,1,9,2,11,1
3216,7,2,5,1,9,2,12,1
3217,7,1,5,3,9,2,1,1
3218,6,2,5,2,9,2,14,1
3219,7,3,5,1,9,2,11,1
3220,7,2,5,1,6,2,14,1
3221,7,3,5,2,9,2,11,1
3222,6,2,5,2,1,2,14,1
3223,7,,,,,1,,1
3224,6,,,,,2,,1
3225,7,1,5,3,5,2,2,1
3226,7,1,5,5,6,2,11,1
3227,7,3,5,1,9,1,11,1
3228,7,2,5,1,11,4,11,1
3229,7,3,5,2,6,2,14,1
3230,7,,,,,1,,1
3231,7,,,,,2,,1
3232,7,,,,,2,,1
3233,7,2,5,1,9,2,11,1
3234,7,3,5,3,9,2,5,1
3235,7,,,,,1,,1
3236,7,2,5,3,5,2,5,1
3237,7,2,5,,,1,,1
3238,7,,,,,2,,1
3239,7,,,,,2,,1
3240,7,,,,,1,,1
3241,7,3,5,2,9,2,11,1
3242,7,,,,,2,,1
3243,6,,,,,1,,1
3244,6,3,5,2,6,2,12,1
3245,7,2,5,2,9,2,11,1
3246,7,,,,,2,,1
3247,7,,,,,2,,1
3248,7,3,5,1,6,7,14,1
3249,7,,,,,2,,1
3250,7,2,5,3,3,2,4,1
3251,7,,,,,2,,1
3252,7,3,5,1,9,2,11,1
3253,7,3,5,3,11,2,7,1
3254,7,,,,,1,,1
3255,7,,,,,2,,1
3256,7,,,,,1,,1
3257,7,3,5,1,8,2,14,1
3258,7,3,5,2,9,2,11,1
3259,6,,,,,1,,1
3260,7,2,5,5,9,2,11,1
3261,7,,,,,2,,1
3262,6,2,5,2,6,2,11,1
3263,7,,,,,1,,1
3264,5,,,,,,,1
3265,6,,,,,1,,1
3266,6,2,5,3,1,2,8,1
3267,7,3,5,3,11,2,7,1
3268,7,,,,,2,,1
3269,6,3,5,2,9,2,12,1
3270,7,,,,,2,,1
3271,7,,,,,1,,1
3272,7,,,,,1,,1
3273,6,2,5,1,1,2,13,1
3274,7,2,5,3,11,2,8,1
3275,5,,,,,2,,1
3276,7,2,5,1,9,2,14,1
3277,7,,,,,2,,1
3278,7,3,5,1,9,2,11,1
3279,5,,,,,2,,1
3280,5,2,4,3,11,2,1,1
3281,7,,,,,2,,1
3282,7,3,5,3,7,2,5,1
3283,7,,,,,1,,1
3284,6,2,5,3,2,1,7,1
3285,7,2,5,5,5,2,12,1
3286,6,2,5,3,5,2,2,1
3287,5,2,4,5,9,2,14,1
3288,7,2,5,3,6,2,5,1
3289,7,3,5,2,9,2,14,1
3290,7,,,,,1,,1
3291,5,2,4,3,1,2,4,1
3292,7,2,5,1,9,2,11,1
3293,5,,,,,1,,1
3294,7,2,5,1,9,2,13,1
3295,5,3,4,3,11,2,8,1
3296,6,,,,,2,,1
3297,5,3,4,1,9,2,12,1
3298,5,2,4,1,6,2,14,1
3299,6,,,,,2,,1
3300,5,,,,,1,,1
3301,5,,,,,2,,1
3302,5,,,,,1,,1
3303,5,,,,,11,,1
3304,7,2,5,1,9,2,11,1
3305,5,3,4,3,5,2,5,1
3306,5,1,4,3,5,2,5,1
3307,7,3,5,1,1,2,11,1
3308,5,1,4,,,2,,1
3309,5,,,,,1,,1
3310,5,,,,,1,,1
3311,5,,,,,1,,1
3312,7,,,,,1,,1
3313,7,,,,,9,,1
3314,5,,,,,2,,1
3315,5,,,,,1,,1
3316,7,,,,,2,,1
3317,5,,,,,1,,1
3318,5,,,,,2,,1
3319,5,3,4,3,1,2,1,1
3320,5,,,,,2,,1
3321,5,3,4,2,9,2,15,1
3322,6,2,5,2,9,2,11,1
3323,5,3,4,1,9,2,16,1
3324,7,,,,,11,,1
3325,5,3,4,3,5,2,2,1
3326,5,2,4,3,9,11,6,1
3327,5,,,,,1,,1
3328,5,,,,,1,,1
3329,5,2,4,3,9,2,4,1
3330,7,,,,,2,,1
3331,5,3,4,2,6,2,12,1
3332,5,2,4,3,9,2,5,1
3333,5,2,4,3,5,2,6,1
3334,5,,,,,1,,1
3335,5,,,,,1,,1
3336,5,,,,,1,,1
3337,5,2,4,5,9,2,14,1
3338,7,,,,,1,,1
3339,5,,,,,11,,1
3340,7,,,,,1,,1
3341,5,,,,,2,,1
3342,5,2,4,3,9,2,8,1
3343,5,2,4,2,9,2,16,1
3344,5,,,,,2,,1
3345,7,,,,,1,,1
3346,5,3,4,1,9,2,14,1
3347,5,2,4,3,15,9,16,1
3348,5,2,4,5,9,2,14,1
3349,5,,,,,1,,1
3350,7,,,,,2,,1
3351,5,2,4,2,9,2,12,1
3352,7,,,,,2,,1
3353,5,,,,,1,,1
3354,6,2,4,3,6,2,2,1
3355,5,,,,,1,,1
3356,7,,,,,1,,1
3357,5,3,4,5,6,2,16,1
3358,5,3,4,1,9,2,11,1
3359,5,,,,,2,,1
3360,5,3,4,2,9,2,12,1
3361,7,,,,,2,,1
3362,5,2,4,2,9,2,11,1
3363,7,,,,,2,,1
3364,5,3,4,2,9,2,11,1
3365,7,,,,,2,,1
3366,5,,,,,2,,1
3367,5,,,,,2,,1
3368,5,2,4,3,11,2,5,1
3369,5,2,4,1,9,2,14,1
3370,5,,,,,1,,1
3371,5,2,4,3,1,2,5,1
3372,5,,,,,2,,1
3373,5,2,4,5,5,2,15,1
3374,5,,,,,1,,1
3375,5,,,,,1,,1
3376,5,2,4,3,13,2,16,1
3377,5,,,,,2,,1
3378,5,3,4,3,5,2,15,1
3379,5,,,,,2,,1
3380,5,1,4,2,11,2,15,1
3381,7,1,5,2,9,2,11,1
3382,5,1,4,,,1,,1
3383,5,,,,,2,,1
3384,5,,,,,1,,1
3385,5,,,,,1,,1
3386,5,,,,,1,,1
3387,5,,,,,2,,1
3388,5,2,4,1,8,2,14,1
3389,7,,,,,1,,1
3390,5,,,,,2,,1
3391,5,1,4,3,1,2,4,1
3392,5,1,4,3,5,2,2,1
3393,5,1,4,2,9,2,15,1
3394,5,,,,,1,,1
3395,5,,,,,1,,1
3396,5,1,4,5,9,2,11,1
3397,5,,,,,2,,1
3398,7,,,,,1,,1
3399,5,2,4,1,9,2,12,1
3400,5,,,,,9,,1
3401,5,1,4,2,9,2,11,1
3402,5,,,,,1,,1
3403,5,,,,,1,,1
3404,7,,,,,1,,1
3405,5,,,,,1,,1
3406,7,3,5,2,9,2,11,1
3407,5,,,,,1,,1
3408,5,,,,,2,,1
3409,5,1,4,,,1,,1
3410,5,1,4,5,5,2,15,1
3411,5,,,,,1,,1
3412,7,,,,,1,,1
3413,5,1,4,3,6,2,8,1
3414,5,,,,,1,,1
3415,7,,,,,2,,1
3416,5,,,,,1,,1
3417,5,,,,,1,,1
3418,5,,,,,1,,1
3419,5,,,,,1,,1
3420,5,1,4,3,5,2,2,1
3421,5,,,,,1,,1
3422,5,,,,,2,,1
3423,5,,,,,2,,1
3424,5,,,,,1,,1
3425,7,,,,,1,,1
3426,5,2,4,3,6,2,2,1
3427,5,,,,,2,,1
3428,5,,,,,2,,1
3429,5,,,,,2,,1
3430,5,1,4,3,14,2,2,1
3431,5,,,,,1,,1
3432,5,,,,,2,,1
3433,5,,,,,1,,1
3434,5,,,,,2,,1
3435,5,,,,,2,,1
3436,5,1,4,,,1,,1
3437,5,1,4,3,9,1,1,1
3438,7,1,5,3,9,2,1,1
3439,5,,,,,2,,1
3440,7,1,4,3,1,2,8,1
3441,5,,,,,2,,1
3442,5,1,4,3,5,2,2,1
3443,7,1,4,2,9,2,14,1
3444,6,1,4,5,9,2,12,1
3445,5,1,4,3,9,2,15,1
3446,7,,,,,2,,1
3447,7,,,,,2,,1
3448,5,1,4,1,6,6,15,1
3449,7,1,4,,,1,,1
3450,5,1,4,3,1,2,4,1
3451,7,3,5,3,9,1,1,1
3452,5,,,,,1,,1
3453,5,1,4,5,9,2,15,1
3454,5,1,4,2,9,2,14,1
3455,5,2,4,5,9,2,14,1
3456,5,,,,,9,,1
3457,5,,,,,2,,1
3458,5,,,,,1,,1
3459,5,,,,,1,,1
3460,5,1,4,3,5,2,1,1
3461,7,1,4,5,15,2,14,1
3462,5,1,4,1,9,2,12,1
3463,5,,,,,1,,1
3464,5,1,4,3,5,2,2,1
3465,5,,,,,2,,1
3466,5,1,4,3,6,2,1,1
3467,7,,,,,1,,1
3468,5,3,4,1,9,2,15,1
3469,7,1,5,2,9,2,14,1
3470,7,,,,,2,,1
3471,7,,,,,2,,1
3472,5,1,4,3,9,2,1,1
3473,7,,,,,1,,1
3474,7,,,,,9,,1
3475,5,1,4,1,9,2,14,1
3476,5,,,,,2,,1
3477,5,,,,,1,,1
3478,5,1,4,3,6,2,1,1
3479,6,1,4,3,5,2,2,1
3480,6,1,4,1,5,2,11,1
3481,6,3,4,1,8,2,14,1
3482,7,1,4,5,20,10,17,1
3483,6,1,4,1,12,2,14,1
3484,7,,,,,2,,1
3485,5,1,4,2,9,2,11,1
3486,7,,,,,2,,1
3487,6,1,4,3,6,2,8,1
3488,7,1,5,5,9,2,11,1
3489,6,1,5,3,7,2,16,1
3490,5,1,4,1,9,2,12,1
3491,7,,,,,1,,1
3492,7,,,,,1,,1
3493,7,,,,,1,,1
3494,6,1,5,,,2,,1
3495,5,,,,,1,,1
3496,6,1,5,4,13,1,4,1
3497,7,2,5,3,1,2,8,1
3498,7,,,,,1,,1
3499,7,,,,,11,,1
3500,7,1,5,3,9,2,5,1
3501,7,,,,,6,,1
3502,7,1,5,3,9,2,1,1
3503,7,,,,,2,,1
3504,7,,,,,2,,1
3505,7,1,5,3,9,7,5,1
3506,6,2,5,1,9,2,14,1
3507,5,2,4,4,7,2,6,1
3508,7,3,5,1,9,2,11,1
3509,5,2,4,1,9,2,11,1
3510,6,2,5,1,1,2,14,1
3511,7,2,5,1,9,2,14,1
3512,7,2,5,3,6,2,2,1
3513,7,,,,,2,,1
3514,7,2,5,1,11,2,14,1
3515,7,,,,,2,,1
3516,7,3,5,1,5,2,12,1
3517,7,3,5,3,9,2,5,1
3518,6,3,5,1,9,2,12,1
3519,7,,,,,2,,1
3520,5,2,4,1,9,2,14,1
3521,7,,,,,1,,1
3522,7,,,,,2,,1
3523,7,2,5,2,9,2,11,1
3524,6,2,5,5,5,2,5,1
3525,7,2,5,1,9,2,12,1
3526,7,2,5,3,5,2,5,1
3527,7,2,5,1,9,6,11,1
3528,7,,,,,1,,1
3529,7,,,,,1,,1
3530,7,2,5,3,9,2,2,1
3531,7,2,5,4,6,2,11,1
3532,7,,,,,1,,1
3533,7,3,5,5,9,2,1,1
3534,7,,,,,2,,1
3535,7,,,,,2,,1
3536,7,2,5,2,9,2,14,1
3537,7,,,,,1,,1
3538,7,,,,,2,,1
3539,7,2,5,1,9,2,14,1
3540,7,,,,,2,,1
3541,7,3,5,3,9,2,5,1
3542,7,2,5,1,9,2,12,1
3543,7,,,,,2,,1
3544,7,3,5,1,8,1,14,1
3545,7,2,5,1,9,2,11,1
3546,7,,,,,1,,1
3547,7,3,5,1,9,2,12,1
3548,7,,,,,2,,1
3549,7,,,,,2,,1
3550,7,2,5,1,1,2,11,1
3551,7,2,5,5,9,2,11,1
3552,7,,,,,1,,1
3553,7,2,5,3,9,2,8,1
3554,7,,,,,2,,1
3555,7,,,,,1,,1
3556,7,,,,,2,,1
3557,7,,,,,2,,1
3558,7,1,5,,,2,,1
3559,7,,,,,1,,1
3560,7,3,5,,,2,,1
3561,7,,,,,1,,1
3562,7,,,,,2,,1
3563,7,,,,,2,,1
3564,7,2,5,1,9,2,12,1
3565,7,,,,,1,,1
3566,7,2,5,1,9,2,14,1
3567,7,,,,,11,,1
3568,7,,,,,1,,1
3569,7,,,,,2,,1
3570,7,1,5,1,9,2,11,1
3571,7,,,,,1,,1
3572,7,,,,,2,,1
3573,7,2,5,3,1,2,8,1
3574,7,2,5,1,1,2,14,1
3575,7,,,,,2,,1
3576,7,2,5,1,9,9,15,2
3577,7,,,,,9,,2
3578,7,3,5,5,8,2,14,1
3579,7,,,,,2,,1
3580,7,,,,,2,,1
3581,7,2,5,3,5,2,2,1
3582,7,,,,,1,,1
3583,6,2,5,2,9,2,14,1
3584,7,2,5,2,9,2,11,1
3585,7,,,,,1,,1
3586,7,,,,,2,,1
3587,7,,,,,1,,1
3588,7,,,,,2,,1
3589,7,2,5,5,9,2,11,1
3590,7,,,,,2,,1
3591,7,,,,,1,,1
3592,7,,,,,2,,1
3593,7,,,,,2,,1
3594,7,,,,,1,,1
3595,7,3,4,2,9,2,14,1
3596,7,3,5,2,9,2,14,1
3597,7,,,,,1,,1
3598,7,2,5,5,11,2,2,1
3599,7,2,5,3,2,2,3,1
3600,7,2,5,1,14,2,13,1
3601,7,,,,,2,,1
3602,7,3,5,5,5,2,4,1
3603,6,2,5,5,11,1,8,1
3604,7,2,5,1,9,2,12,1
3605,7,,,,,2,,1
3606,7,,,,,2,,1
3607,7,2,5,,,,,2
3608,7,2,5,5,5,2,2,1
3609,7,,,,,2,,1
3610,7,,,,,2,,1
3611,7,,,,,2,,1
3612,7,2,5,1,9,3,12,1
3613,7,2,5,3,9,2,8,1
3614,7,,,,,9,,1
3615,7,,,,,2,,1
3616,7,,,,,2,,1
3617,7,,,,,9,,1
3618,7,,,,,1,,1
3619,7,1,5,1,1,2,11,1
3620,7,,,,,2,,1
3621,7,,,,,2,,1
3622,7,2,5,1,9,2,12,1
3623,7,,,,,1,,1
3624,7,3,5,5,5,2,7,1
3625,7,,,,,1,,1
3626,7,,,,,2,,1
3627,7,2,5,1,9,2,11,1
3628,7,3,5,2,9,2,12,1
3629,7,,,,,2,,1
3630,7,3,5,1,1,2,11,1
3631,7,2,5,5,9,2,1,1
3632,7,,,,,1,,1
3633,7,2,5,5,9,2,5,1
3634,7,2,5,2,9,2,11,1
3635,7,,,,,2,,1
3636,7,,,,,2,,1
3637,7,2,5,5,5,2,6,1
3638,7,,,,,2,,1
3639,7,,,,,1,,1
3640,7,,,,,1,,1
3641,7,2,5,2,5,2,11,1
3642,6,,,,,1,,1
3643,7,,,,,2,,1
3644,7,,,,,1,,1
3645,7,,,,,1,,1
3646,7,3,5,2,9,2,11,1
3647,7,2,5,1,6,2,12,1
3648,7,,,,,1,,1
3649,7,,,,,2,,1
3650,7,1,5,3,6,2,8,1
3651,7,1,5,1,6,2,11,1
3652,7,,,,,2,,1
3653,7,,,,,1,,1
3654,7,3,5,5,7,2,12,1
3655,7,,,,,1,,1
3656,7,2,5,5,9,2,14,1
3657,6,2,5,5,5,2,12,1
3658,6,2,5,2,9,2,11,1
3659,7,,,,,2,,1
3660,7,2,5,1,8,2,14,1
3661,5,2,4,1,5,2,14,1
3662,7,2,5,2,9,2,11,1
3663,6,2,5,3,9,2,5,1
3664,7,,,,,1,,1
3665,7,,,,,2,,1
3666,7,,,,,2,,1
3667,7,2,5,1,8,2,14,1
3668,5,,,,,1,,1
3669,7,,,,,2,,1
3670,5,,,,,9,,1
3671,7,2,5,1,9,2,11,1
3672,5,2,4,3,1,2,8,1
3673,7,3,4,5,7,2,12,1
3674,7,3,5,3,5,2,4,1
3675,7,,,,,1,,1
3676,6,3,4,3,9,2,5,1
3677,7,,,,,1,,1
3678,7,,,,,1,,1
3679,7,,,,,1,,1
3680,7,,,,,1,,1
3681,7,2,5,5,6,2,1,1
3682,6,3,4,1,9,2,12,1
3683,7,,,,,2,,1
3684,7,2,5,2,9,2,14,1
3685,7,,,,,2,,1
3686,7,1,5,2,15,1,15,1
3687,7,,,,,2,,1
3688,7,,,,,2,,1
3689,7,,,,,2,,1
3690,7,,,,,2,,1
3691,7,3,5,3,9,2,1,1
3692,7,,,,,2,,1
3693,7,1,5,3,9,2,2,1
3694,7,,,,,1,,1
3695,6,2,4,1,9,2,12,1
3696,7,,,,,1,,1
3697,7,,,,,2,,1
3698,7,,,,,2,,1
3699,7,,,,,2,,1
3700,7,,,,,2,,1
3701,7,3,5,3,11,2,4,1
3702,7,3,5,3,6,2,1,1
3703,7,,,,,2,,1
3704,7,,,,,2,,1
3705,7,,,,,1,,1
3706,7,1,5,3,9,2,1,1
3707,7,,,,,1,,1
3708,7,,,,,2,,1
3709,7,,,,,2,,1
3710,7,,,,,1,,1
3711,7,1,5,3,1,2,8,1
3712,7,2,5,2,9,2,11,1
3713,7,,,,,1,,1
3714,7,,,,,1,,1
3715,7,,,,,1,,1
3716,7,,,,,2,,1
3717,7,1,5,1,5,2,14,1
3718,7,1,5,3,5,2,2,1
3719,7,,,,,1,,1
3720,7,,,,,2,,1
3721,7,1,5,3,1,2,4,1
3722,7,,,,,2,,1
3723,7,1,5,3,5,2,2,1
3724,7,1,5,1,15,2,14,1
3725,7,,,,,2,,1
3726,7,1,5,3,6,2,5,1
3727,6,1,5,1,9,1,11,1
3728,7,,,,,1,,1
3729,7,2,5,5,11,2,14,1
3730,7,,,,,2,,1
3731,7,,,,,1,,1
3732,7,1,5,3,6,2,6,1
3733,7,,,,,2,,1
3734,7,1,5,5,9,4,14,1
3735,7,,,,,1,,1
3736,7,2,5,3,6,2,5,1
3737,7,1,5,3,12,2,15,1
3738,7,,,,,2,,1
3739,7,,,,,2,,1
3740,7,,,,,1,,1
3741,7,,,,,2,,1
3742,7,1,5,1,9,2,12,1
3743,7,,,,,2,,1
3744,7,,,,,2,,1
3745,7,1,5,1,9,2,11,1
3746,7,1,5,3,6,2,5,1
3747,7,1,5,1,9,2,12,1
3748,7,,,,,2,,1
3749,7,1,5,1,1,2,15,1
3750,7,,,,,1,,1
3751,7,1,5,1,9,2,11,1
3752,7,,,,,2,,1
3753,7,1,5,1,6,2,12,1
3754,7,1,5,2,9,2,11,1
3755,7,,,,,11,,2
3756,7,1,5,1,6,2,11,1
3757,7,,,,,2,,1
3758,7,1,5,3,6,2,6,1
3759,7,3,5,2,9,2,12,1
3760,6,1,5,1,9,2,11,1
3761,7,,,,,2,,1
3762,7,,,,,1,,1
3763,7,,,,,2,,1
3764,7,1,5,5,5,2,16,1
3765,7,1,5,1,9,2,12,1
3766,7,1,5,3,5,2,2,1
3767,7,,,,,2,,1
3768,7,1,5,1,9,2,12,1
3769,6,,,,,2,,1
3770,5,1,4,3,13,2,7,1
3771,5,1,4,5,9,1,14,1
3772,7,1,5,3,6,2,2,1
3773,7,,,,,2,,1
3774,7,3,5,1,6,2,14,1
3775,7,3,5,,,2,,1
3776,7,,,,,3,,1
3777,7,2,5,1,6,2,13,1
3778,7,,,,,1,,1
3779,7,2,4,5,5,2,5,1
3780,7,,,,,2,,1
3781,7,3,5,2,9,2,14,1
3782,7,2,4,5,6,2,16,1
3783,7,,,,,2,,1
3784,7,,,,,2,,1
3785,7,2,5,4,9,2,13,1
3786,7,,,,,9,,1
3787,7,3,5,3,1,2,16,1
3788,7,,,,,1,,1
3789,7,,,,,1,,1
3790,6,3,4,1,9,2,12,1
3791,7,3,5,1,6,2,12,1
3792,7,,,,,1,,1
3793,7,,,,,1,,1
3794,7,,,,,1,,1
3795,7,,,,,1,,1
3796,7,2,5,1,9,2,12,1
3797,7,,,,,2,,1
3798,7,,,,,1,,1
3799,7,2,5,2,15,2,14,1
3800,7,3,5,1,9,2,14,1
3801,7,,,,,2,,1
3802,7,2,5,1,9,2,11,1
3803,7,3,5,3,15,9,2,1
3804,7,2,5,1,9,2,11,1
3805,7,2,5,3,1,2,8,1
3806,7,,,,,2,,1
3807,7,2,5,1,9,2,14,1
3808,7,2,5,3,9,1,5,1
3809,7,,,,,1,,1
3810,7,1,5,1,9,2,11,1
3811,7,2,5,5,7,2,12,1
3812,7,3,5,1,9,2,11,1
3813,7,2,5,1,9,2,14,1
3814,7,,,,,1,,1
3815,7,3,5,2,12,2,15,1
3816,7,2,5,1,9,2,11,1
3817,7,,,,,2,,1
3818,7,,,,,2,,1
3819,7,,,,,1,,1
3820,7,,,,,2,,1
3821,7,2,5,5,9,2,11,1
3822,7,,,,,1,,1
3823,7,2,5,1,9,2,11,1
3824,7,1,5,1,15,2,12,1
3825,7,,,,,2,,1
3826,7,2,5,3,9,2,2,1
3827,7,,,,,2,,1
3828,7,3,5,1,1,2,11,1
3829,7,,,,,2,,1
3830,7,2,5,2,1,2,11,1
3831,7,,,,,1,,1
3832,7,,,,,2,,1
3833,7,2,5,2,6,2,11,1
3834,7,,,,,2,,1
3835,7,2,5,5,6,2,16,1
3836,7,2,5,1,12,2,16,1
3837,7,2,5,3,9,2,4,1
3838,7,,,,,1,,1
3839,7,2,5,5,5,2,12,1
3840,7,,,,,1,,1
3841,7,2,5,5,6,2,8,1
3842,7,,,,,2,,1
3843,7,,,,,1,,1
3844,7,,,,,1,,1
